original NL;original LTL;Spot LTL;APs;ap_NL;dict_AP;AP_lifted_dict;lifted_LTL;source;normalized_LTL_formula;lifted_lifted_LTL_formula;batch_id
( prop_1 ) or never ( prop_2 );( prop_1 | G ( ! prop_2 ) );prop_1 | G!prop_2;['prop_1', 'prop_2'];;;;ap_0 | G!ap_1;lifted_data_pureLTL.jsonl;prop | G!prop;prop | G!prop;3
If (prop_3) happens and continues until (prop_1), then (prop_2) should not happen .;( ( prop_3 U prop_1 ) -> ! prop_2 );(prop_3 U prop_1) -> !prop_2;['prop_1', 'prop_2', 'prop_3'];;;;(ap_2 U ap_0) -> !ap_1;lifted_data_pureLTL.jsonl;(prop U prop) -> !prop;(prop U prop) -> !prop;3
The robot must Please deliver the bed to the shelf and then get_help.;"( deliver_bed_shelf U ""get_help"" )";"""deliver(bed,shelf)"" U get_help";['get_help', 'deliver_bed_shelf'];;;;ap_1 U ap_0;VLTL-Bench_New;prop U prop;prop U prop;3
Either (prop_3) and (prop_4) happen together, or else (prop_2) or (prop_1) .;( ( prop_3 & prop_4 ) | ( prop_2 | prop_1 ) );prop_1 | prop_2 | (prop_3 & prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;ap_0 | ap_1 | (ap_2 & ap_3);lifted_data_pureLTL.jsonl;prop | prop | (prop & prop);prop | prop | (prop & prop);3
Always avoid entering house 1;[]!house_1;G!house_1;['house_1'];Always avoid entering house_1;{'house 1': 'house_1'};{'house_1': 'ap_0'};G!ap_0;ConformalNL2LTL;G!prop;G!prop;3
The robot must always avoid calling for help.;"G ( ! ""get_help"" )";G!get_help;['get_help'];;;;G!ap_0;VLTL-Bench_New;G!prop;G!prop;3
Globally , whenever ( prop_3 ) and ( prop_1 ) then in response for each time point in the future until the execution ends , at a certain moment in the future before the end of the simulation ( prop_2 ) .;G ( ( prop_3 & prop_1 ) -> G ( F prop_2 ) );G((prop_1 & prop_3) -> GFprop_2);['prop_1', 'prop_2', 'prop_3'];;;;G((ap_0 & ap_2) -> GFap_1);lifted_data_pureLTL.jsonl;G((prop & prop) -> GFprop);G((prop & prop) -> GFprop);3
at some time ( prop_1 ) means that ( prop_2 );( F prop_1 -> prop_2 );Fprop_1 -> prop_2;['prop_1', 'prop_2'];;;;Fap_0 -> ap_1;lifted_data_pureLTL.jsonl;Fprop -> prop;Fprop -> prop;3
If (prop_3) is not the case, or do (prop_1) until you detect (prop_2) .;( ! prop_3 | ( prop_1 U prop_2 ) );!prop_3 | (prop_1 U prop_2);['prop_1', 'prop_2', 'prop_3'];;;;!ap_2 | (ap_0 U ap_1);lifted_data_pureLTL.jsonl;!prop | (prop U prop);!prop | (prop U prop);3
Either ( prop_3 ) or ( prop_1 ) should happen at the same time , or else if ( prop_2 ) then ( prop_4 ) .;( ( prop_3 | prop_1 ) | ( prop_2 -> prop_4 ) );prop_1 | prop_3 | (prop_2 -> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;ap_0 | ap_2 | (ap_1 -> ap_3);lifted_data_pureLTL.jsonl;prop | prop | (prop -> prop);prop | prop | (prop -> prop);3
under no condition both a bridge closes and the brake is released;G(!( bridge_closes & brake_is_released ));G!(brake_is_released & bridge_closes);['bridge_closes', 'brake_is_released'];under no condition both a bridge_closes and the brake_is_released;;{'bridge_closes': 'ap_0', 'brake_is_released': 'ap_1'};G!(ap_1 & ap_0);NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop & prop);G!(prop & prop);3
If (prop_2), then (prop_3), and keep doing so until (prop_1) is the same as (prop_4) .;( ( prop_2 -> prop_3 ) U ( prop_1 <-> prop_4 ) );(prop_2 -> prop_3) U (prop_1 <-> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;(ap_1 -> ap_2) U (ap_0 <-> ap_3);lifted_data_pureLTL.jsonl;(prop -> prop) U (prop <-> prop);(prop -> prop) U (prop <-> prop);3
Remain still can only happen after handing over the dining_table to the loading_dock.;"! ""idle"" U deliver_dining_table_loading_dock";"!idle U ""deliver(dining_table,loading_dock)""";['idle', 'deliver_dining_table_loading_dock'];;;;!ap_0 U ap_1;VLTL-Bench_New;!prop U prop;!prop U prop;3
If at some point (prop_3) happens and implies (prop_1), then (prop_2) should not happen .;( ( prop_3 -> prop_1 ) -> ! prop_2 );(prop_3 -> prop_1) -> !prop_2;['prop_1', 'prop_2', 'prop_3'];;;;(ap_2 -> ap_0) -> !ap_1;lifted_data_pureLTL.jsonl;(prop -> prop) -> !prop;(prop -> prop) -> !prop;3
when forever ( prop_1 ) , at some time ( prop_2 );( G prop_1 -> F prop_2 );Gprop_1 -> Fprop_2;['prop_1', 'prop_2'];;;;Gap_0 -> Fap_1;lifted_data_pureLTL.jsonl;Gprop -> Fprop;Gprop -> Fprop;3
If record the car on west_7th_street happens infinitely often, then so does get_help.;"G F record_car_west_7th_street -> G F ""get_help""";"GF""record(car,west_7th_street)"" -> GFget_help";['get_help', 'record_car_west_7th_street'];;;;GFap_1 -> GFap_0;VLTL-Bench_New;GFprop -> GFprop;GFprop -> GFprop;3
whenever ( prop_1 ) until ( prop_2 );F ( prop_1 U prop_2 );F(prop_1 U prop_2);['prop_1', 'prop_2'];;;;F(ap_0 U ap_1);lifted_data_pureLTL.jsonl;F(prop U prop);F(prop U prop);3
always stay or grip apple;"G ( ""stay"" ) | grip_apple";"""grip(apple)"" | Gstay";['grip_apple', 'stay'];;;;ap_0 | Gap_1;VLTL-Bench_Prev;prop | Gprop;prop | Gprop;3
Our agent must eventually, avoid search the skateboard.;F ( ! search_skateboard );"F!""search(skateboard)""";['search_skateboard'];;;;F!ap_0;VLTL-Bench_New;F!prop;F!prop;3
For all time (prop_3) should be true, and the scenario in which (prop_2) is equivalent to the scenario in which (prop_1) .;( G prop_3 & ( prop_2 <-> prop_1 ) );(prop_1 <-> prop_2) & Gprop_3;['prop_1', 'prop_2', 'prop_3'];;;;(ap_0 <-> ap_1) & Gap_2;lifted_data_pureLTL.jsonl;(prop <-> prop) & Gprop;(prop <-> prop) & Gprop;3
It is always the case that if ( prop_3 ) , or ( prop_1 ) , then the following condition is true : at the same moment ( prop_2 ) .;G ( ( prop_3 | prop_1 ) -> prop_2 );G((prop_1 | prop_3) -> prop_2);['prop_1', 'prop_2', 'prop_3'];;;;G((ap_0 | ap_2) -> ap_1);lifted_data_pureLTL.jsonl;G((prop | prop) -> prop);G((prop | prop) -> prop);3
If (prop_2) and (prop_1), then (prop_3) should not happen .;( ( prop_2 & prop_1 ) -> ! prop_3 );(prop_1 & prop_2) -> !prop_3;['prop_1', 'prop_2', 'prop_3'];;;;(ap_0 & ap_1) -> !ap_2;lifted_data_pureLTL.jsonl;(prop & prop) -> !prop;(prop & prop) -> !prop;3
For each time instant in the coming time units either ( prop_1 ) or ( prop_3 ) should be detected , as well as ( prop_2 ) .;( G ( prop_1 | prop_3 ) & prop_2 );prop_2 & G(prop_1 | prop_3);['prop_1', 'prop_2', 'prop_3'];;;;ap_1 & G(ap_0 | ap_2);lifted_data_pureLTL.jsonl;prop & G(prop | prop);prop & G(prop | prop);3
If idle holds, then in the next step pickup the bed persists until picking up the sports_ball holds, or else pickup the bed holds forever.;"""idle"" -> X ( ( pickup_bed U pickup_sports_ball ) | G pickup_bed )";"idle -> X((""pickup(bed)"" U ""pickup(sports_ball)"") | G""pickup(bed)"")";['idle', 'pickup_sports_ball', 'pickup_bed'];;;;ap_0 -> X((ap_2 U ap_1) | Gap_2);VLTL-Bench_New;prop -> X((prop U prop) | Gprop);prop -> X((prop U prop) | Gprop);3
In the case ( prop_1 ) , and ( prop_2 ) then the condition that ( prop_3 ) shall not be true .;G ( ( prop_1 & prop_2 ) -> ! ( F prop_3 ) );G((prop_1 & prop_2) -> !Fprop_3);['prop_1', 'prop_2', 'prop_3'];;;;G((ap_0 & ap_1) -> !Fap_2);lifted_data_pureLTL.jsonl;G((prop & prop) -> !Fprop);G((prop & prop) -> !Fprop);3
For all time, make sure (prop_2) happens, and detect when (prop_1) is equivalent to (prop_3) .;( G prop_2 & ( prop_1 <-> prop_3 ) );(prop_1 <-> prop_3) & Gprop_2;['prop_1', 'prop_2', 'prop_3'];;;;(ap_0 <-> ap_2) & Gap_1;lifted_data_pureLTL.jsonl;(prop <-> prop) & Gprop;(prop <-> prop) & Gprop;3
always have_in orange or whenever make_to flag;G ( have_in_orange ) | F ( make_to_flag );"G""have_in(orange)"" | F""make_to(flag)""";['make_to_flag', 'have_in_orange'];;;;Gap_1 | Fap_0;VLTL-Bench_Prev;Gprop | Fprop;Gprop | Fprop;3
at any time an elevator falls or the elevator is open;G( elevator_falls | elevator_is_open );G(elevator_falls | elevator_is_open);['elevator_falls', 'elevator_is_open'];at any time an elevator_falls or the elevator_is_open;;{'elevator_falls': 'ap_0', 'elevator_is_open': 'ap_1'};G(ap_0 | ap_1);NL-to-LTL-Synthetic-Datasetprocessed_data;G(prop | prop);G(prop | prop);3
first, eventually, a semaphore is green or the car starts, and then, sooner or later both an elevator is blocked and a train derails;G(!( semaphore_is_green | car_starts )) | F(( semaphore_is_green | car_starts ) & F( elevator_is_blocked & train_derails ));G!(car_starts | semaphore_is_green) | F((car_starts | semaphore_is_green) & F(elevator_is_blocked & train_derails));['car_starts', 'train_derails', 'elevator_is_blocked', 'semaphore_is_green'];first, eventually, a semaphore_is_green or the car_starts, and then, sooner or later both an elevator_is_blocked and a train_derails;;{'car_starts': 'ap_0', 'train_derails': 'ap_1', 'elevator_is_blocked': 'ap_2', 'semaphore_is_green': 'ap_3'};G!(ap_0 | ap_3) | F((ap_0 | ap_3) & F(ap_2 & ap_1));NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop | prop) | F((prop | prop) & F(prop & prop));G!(prop | prop) | F((prop | prop) & F(prop & prop));3
at no time the elevator falls;G(!( elevator_falls ));G!elevator_falls;['elevator_falls'];at no time the elevator_falls;;{'elevator_falls': 'ap_0'};G!ap_0;NL-to-LTL-Synthetic-Datasetprocessed_data;G!prop;G!prop;3
Our agent must eventually deliver the sheep to the shelf and get_help.;"F ( deliver_sheep_shelf & ""get_help"" )";"F(""deliver(sheep,shelf)"" & get_help)";['get_help', 'deliver_sheep_shelf'];;;;F(ap_1 & ap_0);VLTL-Bench_New;F(prop & prop);F(prop & prop);3
Until (prop_3) happens and then (prop_2) follows, keep (prop_4) being equivalent to (prop_1) .;( ( prop_3 <-> prop_2 ) U ( prop_4 -> prop_1 ) );(prop_2 <-> prop_3) U (prop_4 -> prop_1);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;(ap_1 <-> ap_2) U (ap_3 -> ap_0);lifted_data_pureLTL.jsonl;(prop <-> prop) U (prop -> prop);(prop <-> prop) U (prop -> prop);3
when possible make_way waste basket or repeatedly grab tree;F ( make_way_waste_basket ) | G ( F ( grab_tree ) );"F""make_way(waste_basket)"" | GF""grab(tree)""";['make_way_waste_basket', 'grab_tree'];;;;Fap_0 | GFap_1;VLTL-Bench_Prev;Fprop | GFprop;Fprop | GFprop;3
( prop_4 ) and ( prop_1 ) should happen , or else if ( prop_2 ) then ( prop_3 ) .;( ( prop_4 & prop_1 ) | ( prop_2 -> prop_3 ) );(prop_2 -> prop_3) | (prop_1 & prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;(ap_1 -> ap_2) | (ap_0 & ap_3);lifted_data_pureLTL.jsonl;(prop -> prop) | (prop & prop);(prop -> prop) | (prop & prop);3
capture orange until hold apple;capture_orange U hold_apple;"""capture(orange)"" U ""hold(apple)""";['hold_apple', 'capture_orange'];;;;ap_1 U ap_0;VLTL-Bench_Prev;prop U prop;prop U prop;3
It should be the case that either (prop_1) is equivalent to (prop_2), or else (prop_3) is always true .;( ( prop_1 <-> prop_2 ) | G prop_3 );(prop_1 <-> prop_2) | Gprop_3;['prop_1', 'prop_2', 'prop_3'];;;;(ap_0 <-> ap_1) | Gap_2;lifted_data_pureLTL.jsonl;(prop <-> prop) | Gprop;(prop <-> prop) | Gprop;3
If ( prop_2 ) or ( prop_3 ) , then all of the following conditions hold : ( prop_1 ) and this condition will continue consistently until at sometime in the future before the simulation ends , ultimately ( prop_4 ) .;G ( ( prop_2 | prop_3 ) -> ( prop_1 U prop_4 ) );G((prop_2 | prop_3) -> (prop_1 U prop_4));['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;G((ap_1 | ap_2) -> (ap_0 U ap_3));lifted_data_pureLTL.jsonl;G((prop | prop) -> (prop U prop));G((prop | prop) -> (prop U prop));3
In the event that ( prop_3 ) and ( prop_2 ) then all of the following conditions hold : the event that ( prop_4 ) should be simultaneously detected , and instantly ( prop_1 ) .;G ( ( prop_3 & prop_2 ) -> ( prop_4 & prop_1 ) );G((prop_2 & prop_3) -> (prop_1 & prop_4));['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;G((ap_1 & ap_2) -> (ap_0 & ap_3));lifted_data_pureLTL.jsonl;G((prop & prop) -> (prop & prop));G((prop & prop) -> (prop & prop));3
it is always true that both the train stops and the sensor gathers information after the sensor captures data and the motorbike falls down;G(( sensor_captures_data & motorbike_falls_down ) -> G( train_stops & sensor_gathers_information ));G((motorbike_falls_down & sensor_captures_data) -> G(sensor_gathers_information & train_stops));['motorbike_falls_down', 'sensor_captures_data', 'sensor_gathers_information', 'train_stops'];it is always true that both the train_stops and the sensor_gathers_information after the sensor_captures_data and the motorbike_falls_down;;{'motorbike_falls_down': 'ap_0', 'sensor_captures_data': 'ap_1', 'sensor_gathers_information': 'ap_2', 'train_stops': 'ap_3'};G((ap_0 & ap_1) -> G(ap_2 & ap_3));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop & prop) -> G(prop & prop));G((prop & prop) -> G(prop & prop));3
Always make sure that (prop_1) is true, and if (prop_3) is true, then (prop_2) should also be true.;( G prop_1 & ( prop_3 -> prop_2 ) );(prop_3 -> prop_2) & Gprop_1;['prop_1', 'prop_2', 'prop_3'];;;;(ap_2 -> ap_1) & Gap_0;lifted_data_pureLTL.jsonl;(prop -> prop) & Gprop;(prop -> prop) & Gprop;3
Retrieve the bowl must hold until delivering the cake to the loading_dock does, or else pickup the bowl holds forever.;( pickup_bowl U deliver_cake_loading_dock ) | G pickup_bowl;"(""pickup(bowl)"" U ""deliver(cake,loading_dock)"") | G""pickup(bowl)""";['pickup_bowl', 'deliver_cake_loading_dock'];;;;(ap_0 U ap_1) | Gap_0;VLTL-Bench_New;(prop U prop) | Gprop;(prop U prop) | Gprop;3
Globally , if ( prop_2 ) , and ( prop_3 ) then in response right away ( prop_4 ) and ( prop_1 ) .;G ( ( prop_2 & prop_3 ) -> ( prop_4 & prop_1 ) );G((prop_2 & prop_3) -> (prop_1 & prop_4));['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;G((ap_1 & ap_2) -> (ap_0 & ap_3));lifted_data_pureLTL.jsonl;G((prop & prop) -> (prop & prop));G((prop & prop) -> (prop & prop));3
always when the sensor captures data or the bar is up then at a certain moment a semaphore is red and the sensor retrieves data;G(( sensor_captures_data | bar_is_up ) -> F( semaphore_is_red & sensor_retrieves_data ));G((bar_is_up | sensor_captures_data) -> F(semaphore_is_red & sensor_retrieves_data));['semaphore_is_red', 'bar_is_up', 'sensor_captures_data', 'sensor_retrieves_data'];always when the sensor_captures_data or the bar_is_up then at a certain moment a semaphore_is_red and the sensor_retrieves_data;;{'semaphore_is_red': 'ap_0', 'bar_is_up': 'ap_1', 'sensor_captures_data': 'ap_2', 'sensor_retrieves_data': 'ap_3'};G((ap_1 | ap_2) -> F(ap_0 & ap_3));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop | prop) -> F(prop & prop));G((prop | prop) -> F(prop & prop));3
at some point both the constructor creates instances and the train has been launched and, at some point in time either the bar is closing or a sensor retrieves data afterwards;G(!( constructor_creates_instances & train_has_been_launched )) | F(( constructor_creates_instances & train_has_been_launched ) & F( bar_is_closing | sensor_retrieves_data ));G!(constructor_creates_instances & train_has_been_launched) | F(constructor_creates_instances & train_has_been_launched & F(bar_is_closing | sensor_retrieves_data));['bar_is_closing', 'constructor_creates_instances', 'train_has_been_launched', 'sensor_retrieves_data'];at some point both the constructor_creates_instances and the train_has_been_launched and, at some point in time either the bar_is_closing or a sensor_retrieves_data afterwards;;{'bar_is_closing': 'ap_0', 'constructor_creates_instances': 'ap_1', 'train_has_been_launched': 'ap_2', 'sensor_retrieves_data': 'ap_3'};G!(ap_1 & ap_2) | F(ap_1 & ap_2 & F(ap_0 | ap_3));NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop & prop) | F(prop & prop & F(prop | prop));G!(prop & prop) | F(prop & prop & F(prop | prop));3
Keep visiting intersection_4 as you proceed to locality_9;"G F ""intersection_4"" & F ""locality_9""";GFintersection_4 & Flocality_9;['intersection_4', 'locality_9'];;;;GFap_0 & Fap_1;VLTL-Bench_Prev;GFprop & Fprop;GFprop & Fprop;3
repeatedly go_to waste basket and put_in apple bucket;G ( F ( go_to_waste_basket ) ) & put_in_apple_bucket;"""put_in(apple_bucket)"" & GF""go_to(waste_basket)""";['go_to_waste_basket', 'put_in_apple_bucket'];;;;ap_1 & GFap_0;VLTL-Bench_Prev;prop & GFprop;prop & GFprop;3
If (prop_3), (prop_2) until (prop_1).;( prop_3 -> ( prop_2 U prop_1 ) );prop_3 -> (prop_2 U prop_1);['prop_1', 'prop_2', 'prop_3'];;;;ap_2 -> (ap_1 U ap_0);lifted_data_pureLTL.jsonl;prop -> (prop U prop);prop -> (prop U prop);3
when possible get_close flag or grasp orange;F ( get_close_flag ) | grasp_orange;"""grasp(orange)"" | F""get_close(flag)""";['grasp_orange', 'get_close_flag'];;;;ap_0 | Fap_1;VLTL-Bench_Prev;prop | Fprop;prop | Fprop;3
It is not the case that ( prop_2 ) and ( prop_3 ) is detected and this scenario will hold until ( prop_1 ) .;( ! ( prop_2 & prop_3 ) U prop_1 );!(prop_2 & prop_3) U prop_1;['prop_1', 'prop_2', 'prop_3'];;;;!(ap_1 & ap_2) U ap_0;lifted_data_pureLTL.jsonl;!(prop & prop) U prop;!(prop & prop) U prop;3
in any case either the brake is pressed, the elevator rises or the elevator falls;G( brake_is_pressed | elevator_rises | elevator_falls );G(brake_is_pressed | elevator_falls | elevator_rises);['brake_is_pressed', 'elevator_falls', 'elevator_rises'];in any case either the brake_is_pressed, the elevator_rises or the elevator_falls;;{'brake_is_pressed': 'ap_0', 'elevator_falls': 'ap_1', 'elevator_rises': 'ap_2'};G(ap_0 | ap_1 | ap_2);NL-to-LTL-Synthetic-Datasetprocessed_data;G(prop | prop | prop);G(prop | prop | prop);3
when possible move_near tree and don't let_go pear;F ( move_near_tree ) & ! ( let_go_pear );"!""let_go(pear)"" & F""move_near(tree)""";['let_go_pear', 'move_near_tree'];;;;!ap_0 & Fap_1;VLTL-Bench_Prev;!prop & Fprop;!prop & Fprop;3
after both the motorbike falls down and a table has been moved, all the time the semaphore is yellow;G(( motorbike_falls_down & table_has_been_moved ) -> G( semaphore_is_yellow ));G((motorbike_falls_down & table_has_been_moved) -> Gsemaphore_is_yellow);['motorbike_falls_down', 'table_has_been_moved', 'semaphore_is_yellow'];after both the motorbike_falls_down and a table_has_been_moved, all the time the semaphore_is_yellow;;{'motorbike_falls_down': 'ap_0', 'table_has_been_moved': 'ap_1', 'semaphore_is_yellow': 'ap_2'};G((ap_0 & ap_1) -> Gap_2);NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop & prop) -> Gprop);G((prop & prop) -> Gprop);3
if take pear , take_to tree;take_pear -> take_to_tree;"""take(pear)"" -> ""take_to(tree)""";['take_to_tree', 'take_pear'];;;;ap_1 -> ap_0;VLTL-Bench_Prev;prop -> prop;prop -> prop;3
Go to parking_lot_2 and pickup dish_2;"F ( ""parking_lot_2"" & ""p_dish_2"" )";F(p_dish_2 & parking_lot_2);['p_dish_2', 'parking_lot_2'];;;;F(ap_0 & ap_1);VLTL-Bench_Prev;F(prop & prop);F(prop & prop);3
at some time ( prop_1 ) until ( prop_2 );F ( prop_1 U prop_2 );F(prop_1 U prop_2);['prop_1', 'prop_2'];;;;F(ap_0 U ap_1);lifted_data_pureLTL.jsonl;F(prop U prop);F(prop U prop);3
Repeatedly transport brochure 8 from table 2 to street 9 while repeatedly visiting charger 6;[]<>(table_2&&<>(p_brochure_8&&<>(street_9&&pd)))&&[]<>charger_6;GF(table_2 & F(p_brochure_8 & F(pd & street_9))) & GFcharger_6;['pd', 'table_2', 'p_brochure_8', 'street_9', 'charger_6'];Repeatedly transport p_brochure_8 from table_2 to street_9 while repeatedly visiting charger_6;{'pd': 'pd', 'table 2': 'table_2', 'brochure 8': 'p_brochure_8', 'street 9': 'street_9', 'charger 6': 'charger_6'};{'pd': 'ap_0', 'table_2': 'ap_1', 'p_brochure_8': 'ap_2', 'street_9': 'ap_3', 'charger_6': 'ap_4'};GF(ap_1 & F(ap_2 & F(ap_0 & ap_3))) & GFap_4;ConformalNL2LTL;GF(prop & F(prop & F(prop & prop))) & GFprop;GF(prop & F(prop & F(prop & prop))) & GFprop;3
whenever withhold apple or when possible reach flag;F ( withhold_apple ) | F ( reach_flag );"F""withhold(apple)"" | F""reach(flag)""";['withhold_apple', 'reach_flag'];;;;Fap_0 | Fap_1;VLTL-Bench_Prev;Fprop | Fprop;Fprop | Fprop;3
As soon as ( prop_1 ) , or ( prop_3 ) then at a certain time point in the future ( prop_2 ) .;G ( ( prop_1 | prop_3 ) -> F prop_2 );G((prop_1 | prop_3) -> Fprop_2);['prop_1', 'prop_2', 'prop_3'];;;;G((ap_0 | ap_2) -> Fap_1);lifted_data_pureLTL.jsonl;G((prop | prop) -> Fprop);G((prop | prop) -> Fprop);3
at some point in time a sensor gathers information and, sooner or later either the engine breaks or a manager handles requests afterwards;G(!( sensor_gathers_information )) | F(( sensor_gathers_information ) & F( engine_breaks | manager_handles_requests ));G!sensor_gathers_information | F(sensor_gathers_information & F(engine_breaks | manager_handles_requests));['sensor_gathers_information', 'engine_breaks', 'manager_handles_requests'];at some point in time a sensor_gathers_information and, sooner or later either the engine_breaks or a manager_handles_requests afterwards;;{'sensor_gathers_information': 'ap_0', 'engine_breaks': 'ap_1', 'manager_handles_requests': 'ap_2'};G!ap_0 | F(ap_0 & F(ap_1 | ap_2));NL-to-LTL-Synthetic-Datasetprocessed_data;G!prop | F(prop & F(prop | prop));G!prop | F(prop & F(prop | prop));3
sooner or later a sensor captures data after the bar is up and a manager collect claims;G(( bar_is_up & manager_collect_claims ) -> F( sensor_captures_data ));G((bar_is_up & manager_collect_claims) -> Fsensor_captures_data);['bar_is_up', 'manager_collect_claims', 'sensor_captures_data'];sooner or later a sensor_captures_data after the bar_is_up and a manager_collect_claims;;{'bar_is_up': 'ap_0', 'manager_collect_claims': 'ap_1', 'sensor_captures_data': 'ap_2'};G((ap_0 & ap_1) -> Fap_2);NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop & prop) -> Fprop);G((prop & prop) -> Fprop);3
Ensure you keep revisiting charger 12 while periodically moving box 1 from house 5 to house 23;[]<>charger_12&&[]<>(house_5&&<>(p_box_1&&<>(house_23&&pd)));GFcharger_12 & GF(house_5 & F(p_box_1 & F(house_23 & pd)));['pd', 'house_5', 'p_box_1', 'charger_12', 'house_23'];Ensure you keep revisiting charger_12 while periodically moving p_box_1 from house_5 to house_23;{'pd': 'pd', 'house 5': 'house_5', 'box 1': 'p_box_1', 'charger 12': 'charger_12', 'house 23': 'house_23'};{'pd': 'ap_0', 'house_5': 'ap_1', 'p_box_1': 'ap_2', 'charger_12': 'ap_3', 'house_23': 'ap_4'};GFap_3 & GF(ap_1 & F(ap_2 & F(ap_4 & ap_0)));ConformalNL2LTL;GFprop & GF(prop & F(prop & F(prop & prop)));GFprop & GF(prop & F(prop & F(prop & prop)));3
It is not the case that ( prop_3 ) is true , and also ( prop_1 ) is true , and ( prop_2 ) .;( ( ! prop_3 & prop_1 ) & prop_2 );prop_1 & prop_2 & !prop_3;['prop_1', 'prop_2', 'prop_3'];;;;ap_0 & ap_1 & !ap_2;lifted_data_pureLTL.jsonl;prop & prop & !prop;prop & prop & !prop;3
Either (prop_2) is equivalent to the scenario in which (prop_3) happens, or else (prop_1) at some point .;( ( prop_2 <-> prop_3 ) | F prop_1 );(prop_2 <-> prop_3) | Fprop_1;['prop_1', 'prop_2', 'prop_3'];;;;(ap_1 <-> ap_2) | Fap_0;lifted_data_pureLTL.jsonl;(prop <-> prop) | Fprop;(prop <-> prop) | Fprop;3
( prop_1 ) until at any time ( prop_2 );( prop_1 U F prop_2 );prop_1 U Fprop_2;['prop_1', 'prop_2'];;;;ap_0 U Fap_1;lifted_data_pureLTL.jsonl;prop U Fprop;prop U Fprop;3
repeatedly go_to pear or take pear;G ( F ( go_to_pear ) ) | take_pear;"""take(pear)"" | GF""go_to(pear)""";['go_to_pear', 'take_pear'];;;;ap_1 | GFap_0;VLTL-Bench_Prev;prop | GFprop;prop | GFprop;3
Keep visiting charger 6 as you keep picking up brochure 4 from table 4;[]<>charger_6&&[]<>(table_4&&p_brochure_4);GFcharger_6 & GF(p_brochure_4 & table_4);['table_4', 'charger_6', 'p_brochure_4'];Keep visiting charger_6 as you keep picking up p_brochure_4 from table_4;{'table 4': 'table_4', 'charger 6': 'charger_6', 'brochure 4': 'p_brochure_4'};{'table_4': 'ap_0', 'charger_6': 'ap_1', 'p_brochure_4': 'ap_2'};GFap_1 & GF(ap_2 & ap_0);ConformalNL2LTL;GFprop & GF(prop & prop);GFprop & GF(prop & prop);3
The scenario in which ( prop_1 ) is detected is equivalent to the scenario in which ( prop_2 ) is detected .;( prop_1 <-> prop_2 );prop_1 <-> prop_2;['prop_1', 'prop_2'];;;;ap_0 <-> ap_1;lifted_data_pureLTL.jsonl;prop <-> prop;prop <-> prop;3
If (prop_3) implies (prop_1), then make sure (prop_2) eventually happens .;( ( prop_3 -> prop_1 ) -> F prop_2 );(prop_3 -> prop_1) -> Fprop_2;['prop_1', 'prop_2', 'prop_3'];;;;(ap_2 -> ap_0) -> Fap_1;lifted_data_pureLTL.jsonl;(prop -> prop) -> Fprop;(prop -> prop) -> Fprop;3
Whenever get_help holds, eventually change light_north red will hold.;"G ( ""get_help"" -> F change_light_north_red )";"G(get_help -> F""change(light_north,red)"")";['get_help', 'change_light_north_red'];;;;G(ap_0 -> Fap_1);VLTL-Bench_New;G(prop -> Fprop);G(prop -> Fprop);3
In the case ( prop_1 ) , then ( prop_2 ) .;G ( prop_1 -> G prop_2 );G(prop_1 -> Gprop_2);['prop_1', 'prop_2'];;;;G(ap_0 -> Gap_1);lifted_data_pureLTL.jsonl;G(prop -> Gprop);G(prop -> Gprop);3
at some time ( prop_1 ) or never ( prop_2 );F ( prop_1 | G ( ! prop_2 ) );F(prop_1 | G!prop_2);['prop_1', 'prop_2'];;;;F(ap_0 | G!ap_1);lifted_data_pureLTL.jsonl;F(prop | G!prop);F(prop | G!prop);3
Keep taking a picture of parking_lot_4 while you always stay in street_5;"G ""street_5"" & G F ( ""parking_lot_4"" & ""photo"" )";Gstreet_5 & GF(parking_lot_4 & photo);['photo', 'street_5', 'parking_lot_4'];;;;Gap_1 & GF(ap_2 & ap_0);VLTL-Bench_Prev;Gprop & GF(prop & prop);Gprop & GF(prop & prop);3
when possible ( prop_1 ) or ( prop_2 );F ( prop_1 | prop_2 );F(prop_1 | prop_2);['prop_1', 'prop_2'];;;;F(ap_0 | ap_1);lifted_data_pureLTL.jsonl;F(prop | prop);F(prop | prop);3
