Index,Requirement,Ground Truth,Response,Equivalent
6356,"after both a train is crossing and a manager collect claims, it should not happen that a motorbike has started and the semaphore is red",G((manager_collect_claims & train_is_crossing) -> G!(motorbike_has_started & semaphore_is_red)),G (train_is_crossing & manager_collect_claims) -> G !(motorbike_has_started & semaphore_is_red),False
6358,"If go_home happens infinitely often, then so does avoid the active_debris.",GF go_home -> GF avoid_active_debris,G F go_home -> G F avoid_active_debris,True
6359,Eventually go to house 2 and pick up trash can 2,F(house_2 & p_trash_can_2),F (house_2 & p_trash_can_2),True
6360,"first, it is going to happen that either the bar is closing or the brake is pressed, and then, in the future the train has arrived",G!(bar_is_closing | brake_is_pressed) | F((bar_is_closing | brake_is_pressed) & F train_has_arrived),F (bar_is_closing | brake_is_pressed) & F train_has_arrived,False
6361,at no time a table is old and together the bar is up and the escalator moves,G!(bar_is_up & escalator_moves & table_is_old),G!(table_is_old & bar_is_up & escalator_moves),True
6362,advance_to tree or forever hold_on pear,advance_to_tree | G hold_on_pear,F advance_to_tree | G hold_on_pear,False
6363,if the sensor captures data then at some point in time either the brake is pressed or the engine stops,G(sensor_captures_data -> F(brake_is_pressed | engine_stops)),sensor_captures_data -> F (brake_is_pressed | engine_stops),False
6364,never let_go and never let_go orange,G!let_go & G!let_go_orange,G(!let_go & !let_go_orange),True
6365,"Refrain from visiting street 4 until you have reached intersection 6, after which you must transition to and stay in street 4",(!street_4 U intersection_6) & FG street_4,!street_4 W (intersection_6 & (street_4 & G street_4)),False
6366,"eventually, a bridge closes and, it will happen that either a car enters or the bar has to be repaired afterwards",G!bridge_closes | F(bridge_closes & F(bar_has_to_be_repaired | car_enters)),F (bridge_closes & F (car_enters | bar_has_to_be_repaired)),False
6367,"If go_home ever holds, communicate the injured_victim must have held beforehand.",F go_home -> (!go_home U (communicate_injured_victim & !go_home)),G(go_home -> !communicate_injured_victim),False
6368,"Provide assistance to the injured_rescuer must hold until calling for help does, or else deliver_aid the injured_rescuer holds forever.",(deliver_aid_injured_rescuer U get_help) | G deliver_aid_injured_rescuer,G (deliver_aid_injured_rescuer U get_help) | G deliver_aid_injured_rescuer,False
6369,at any time go_to trash can and at any time grasp apple,F go_to_trash_can & F grasp_apple,G go_to_trash_can & G grasp_apple,False
6370,at any time make_way waste basket or repeatedly grab tree,F make_way_waste_basket | GF grab_tree,G(make_way_waste_basket | F G grab_tree),False
6371,when possible travel_to flag until never let_go orange,F travel_to_flag U G!let_go_orange,G(travel_to_flag -> (travel_to_flag U !let_go_orange)),False
6372,venture_towards house and go_by waste bin,go_by_waste_bin & venture_towards_house,F (venture_towards_house & F go_by_waste_bin),False
6373,do not pick_up anything and when possible venture_to flag,!F pick_up_anything & F venture_to_flag,G(!pick_up_anything & (!venture_to_flag -> X(!venture_to_flag))),False
6374,The robot must always have either photo fire_source or deliver_aid the safe_hostile.,G(deliver_aid_safe_hostile | photo_fire_source),G (photo_fire_source | deliver_aid_safe_hostile),True
6375,Get help can only happen after begining recording the jaywalker on northeast_9th_avenue.,!get_help U record_jaywalker_northeast_9th_avenue,G (!get_help W record_jaywalker_northeast_9th_avenue),False
6376,"whenever the escalator speeds up and a motorbike falls down then eventually, the elevator is open or a semaphore is green",G((escalator_speeds_up & motorbike_falls_down) -> F(elevator_is_open | semaphore_is_green)),G((escalator_speeds_up & motorbike_falls_down) -> F(elevator_is_open | semaphore_is_green)),True
6377,whenever the bar has to be repaired or a train has arrived then at no time the bar is up and the car starts,G((bar_has_to_be_repaired | train_has_arrived) -> G!(bar_is_up & car_starts)),G ((bar_has_to_be_repaired | train_has_arrived) -> G !(bar_is_up & car_starts)),True
6378,Persistently transfer box 2 from store 4 to hall 8,GF(store_4 & F(p_box_2 & F(hall_8 & pd))),G (p_box_2 & store_4 -> X (p_box_2 & hall_8)),False
6379,at some point the train derails after a semaphore is green and an elevator is blocked,G((elevator_is_blocked & semaphore_is_green) -> F train_derails),F (semaphore_is_green & elevator_is_blocked & X F train_derails),False
6380,when possible collect orange until approach tree,F collect_orange U approach_tree,G (collect_orange -> (collect_orange U approach_tree)),False
6381,"If change light_west green happens infinitely often, then so does get_help.",GF change_light_west_green -> GF get_help,G F change_light_west_green -> G F get_help,True
6382,"Whenever record the cyclist on south_5th_street holds, photo the car on north_3rd_avenue holds exactly three steps later.",G(record_cyclist_south_5th_street -> XXX photo_car_north_3rd_avenue),G(record_cyclist_south_5th_street -> X(X(X(photo_car_north_3rd_avenue)))),True
6383,Eventually collect stack 4 from house 4 and go to street 2 and stay there,F(house_4 & F(p_stack_4 & F(street_2 & G street_2))),F (p_stack_4 & G street_2),False
6384,Every go_home is directly followed by staying away from the inactive_flood in the next step.,G(go_home -> X avoid_inactive_flood),G(go_home -> X avoid_inactive_flood),True
6385,"The system must eventually, avoid requesting assistance.",F!get_help,F !get_help,True
6386,Avoid going to store 4 until you reach street 6 as you take package 8 from office 2 to store 4,(!store_4 U street_6) & F(office_2 & F(p_package_8 & F(pd & store_4))),G (!store_4 U (street_6 & p_package_8)),False
6387,You must pickup the stop_sign can only happen after picking up the toilet.,!pickup_stop_sign U pickup_toilet,G (!pickup_stop_sign U pickup_toilet),False
6388,Ensure box_4 is picked up from house_5 and delivered to office_2,F(house_5 & F(p_box_4 & F(office_2 & pd))),G (house_5 & p_box_4 -> F (pd & office_2)),False
6389,at any time travel_to house or never drop orange,F travel_to_house | G!drop_orange,G(travel_to_house | !drop_orange),False
6390,move_to house and take_to tree,move_to_house & take_to_tree,F (move_to_house & F take_to_tree),False
6391,Either avoid the inactive_unstable_beam or record safe_person happens infinitely often.,GF avoid_inactive_unstable_beam | GF record_safe_person,G(!avoid_inactive_unstable_beam | GF record_safe_person),False
6392,"Refrain from entering intersection_1 until you reach street_6, and then move cone_3 from street_2 to intersection_1",(!intersection_1 U street_6) & F(street_2 & F(p_cone_3 & F(intersection_1 & pd))),G (!intersection_1 U street_6) & (street_6 -> X (p_cone_3 & street_2 & intersection_1)),False
6393,in any case a car enters and a manager collect claims,G(car_enters & manager_collect_claims),G (car_enters -> F manager_collect_claims),False
6394,"If deliver the cow to the shelf ever holds, search the backpack must have held beforehand.",F deliver_cow_shelf -> (!deliver_cow_shelf U (!deliver_cow_shelf & search_backpack)),G(deliver_cow_shelf -> F!search_backpack),False
6395,at any time make_contact flag or whenever start_going_to tree,F make_contact_flag | F start_going_to_tree,G(make_contact_flag | start_going_to_tree),False
6396,don't let_go pear or never drop pear,!let_go_pear | G!drop_pear,G(!let_go_pear & !drop_pear),False
6397,"From some point onwards, record the vehicle on south_1st_avenue never occurs again.",FG!record_vehicle_south_1st_avenue,G F !record_vehicle_south_1st_avenue,False
6398,"Whenever neither photo debris nor get_help holds, deliver_aid the injured_rescuer eventually holds.",G(!(get_help & photo_debris) -> F deliver_aid_injured_rescuer),G (!(get_help | photo_debris) -> F deliver_aid_injured_rescuer),False
6399,under no circumstances the car starts or a bridge opens or the engine starts,G!(bridge_opens | car_starts | engine_starts),G!((car_starts | bridge_opens) | engine_starts),True
6400,never let_go orange and grasp orange,grasp_orange & G!let_go_orange,G(!let_go_orange & !grasp_orange),False
6401,"at some point in time both the sensor captures data and the sensor gathers information and, in the future the escalator is blocked or the table is old afterwards",G!(sensor_captures_data & sensor_gathers_information) | F(sensor_captures_data & sensor_gathers_information & F(escalator_is_blocked | table_is_old)),F (sensor_captures_data & sensor_gathers_information & F (escalator_is_blocked | table_is_old)),False
6402,"Whenever get_help holds, from the next step onwards deliver the bear to the loading_dock will eventually hold.",G(get_help -> XF deliver_bear_loading_dock),G(get_help -> X F deliver_bear_loading_dock),True
6404,"Photograph statue 6 and then move to bench 4, staying there continuously",F(photo & statue_6 & F(bench_4 & G bench_4)),G (photo & statue_6) -> (X (F (bench_4 & G bench_4))),False
6405,it should not happen that a train has been launched and the bar is closing,G!(bar_is_closing & train_has_been_launched),G! (train_has_been_launched & bar_is_closing),True
6406,Stay within locality_6 until you collect package_3 from store_8 and transport it to house_5,locality_6 U (store_8 & F(p_package_3 & F(house_5 & pd))),locality_6 U (p_package_3 & house_5),False
6407,it is always true that the house is open and together a sensor captures data and the house collapses,G(house_collapses & house_is_open & sensor_captures_data),G(house_is_open & sensor_captures_data & house_collapses),True
6408,Hand over the tie to the loading_dock and deliver the aeroplane to the shelf will each happen at some point.,F deliver_tie_loading_dock & F deliver_aeroplane_shelf,F deliver_tie_loading_dock & F deliver_aeroplane_shelf,True
6409,"eternally, a car starts and, at the same time, the engine breaks and the sensor captures data",G(car_starts & engine_breaks & sensor_captures_data),G(car_starts & engine_breaks & sensor_captures_data),True
6410,Look for the stop_sign can only happen after droping off the parking_meter to the shelf.,!search_stop_sign U deliver_parking_meter_shelf,G (!search_stop_sign U deliver_parking_meter_shelf),False
6411,"In this task, deliver the laptop to the loading_dock, then search the bed.",deliver_laptop_loading_dock U search_bed,F (deliver_laptop_loading_dock & X F search_bed),False
6412,in any case either the sensor gathers information or the house is open,G(house_is_open | sensor_gathers_information),G (sensor_gathers_information | house_is_open),True
6413,it should not happen that either the engine breaks or the escalator moves,G!(engine_breaks | escalator_moves),G!((engine_breaks | escalator_moves)),True
6414,the engine starts involves that whenever a table has been moved then in the future the train has been launched,G(engine_starts -> G(table_has_been_moved -> F train_has_been_launched)),G(table_has_been_moved -> F(train_has_been_launched)),False
6415,at any time present_at flag can infer that venture_towards house,F present_at_flag -> venture_towards_house,G(present_at_flag -> venture_towards_house),False
6416,"forever, both the table has been moved and the train derails",G(table_has_been_moved & train_derails),G(table_has_been_moved & train_derails),True
6417,Stay confined to county 4 as you repeatedly deliver package 4 from office 3 to office 8,G county_4 & GF(office_3 & F(p_package_4 & F(office_8 & pd))),G(county_4 & (p_package_4 <-> (office_3 | office_8)) & (pd <-> (office_3 & X(office_8)))),False
6418,You must always have either record the jaywalker on east_2nd_street or record the car on east_9th_avenue.,G(record_car_east_9th_avenue | record_jaywalker_east_2nd_street),G(record_jaywalker_east_2nd_street | record_car_east_9th_avenue),True
6419,at some time go_to peach and always go_by trash can,F go_to_peach & G go_by_trash_can,F go_to_peach & G go_by_trash_can,True
6420,"after both the house is built and the train derails, always, a semaphore is yellow",G((house_is_built & train_derails) -> G semaphore_is_yellow),G((house_is_built & train_derails) -> G semaphore_is_yellow),True
6421,when possible venture_to house or when possible reach flag,F venture_to_house | F reach_flag,G (F venture_to_house | F reach_flag),False
6422,Visit parking_lot_3 and stay there,FG parking_lot_3,F (parking_lot_3 & G parking_lot_3),True
6423,at some time obtain apple and whenever go_to tree,F obtain_apple & F go_to_tree,F obtain_apple & G (go_to_tree -> obtain_apple),False
6424,move to the red_room,F red_room,F red_room,True
6425,Our agent must always maintain both change light_south red and record the jaywalker on west_7th_street.,G(change_light_south_red & record_jaywalker_west_7th_street),G(change_light_south_red & record_jaywalker_west_7th_street),True
6426,when possible seize orange until at any time journey_to house,F seize_orange U F journey_to_house,G(seize_orange U journey_to_house),False
6427,Find the clock and get_help will each happen at some point.,F search_clock & F get_help,F search_clock & F get_help,True
6428,Continuously revisit intersection 4 while ensuring you eventually go to locality 9,GF intersection_4 & F locality_9,G intersection_4 & F locality_9,False
6429,in any case an elevator falls or a car enters or the sensor captures data,G(car_enters | elevator_falls | sensor_captures_data),G (elevator_falls | car_enters | sensor_captures_data),True
6430,Eventually visit statue 6 and take a picture of it while remaining in park 5,F(photo & statue_6) & G park_5,F (statue_6 & photo & G park_5),False
6431,The robot must eventually photo unsafe_civilian and record gas_leak.,F(photo_unsafe_civilian & record_gas_leak),F (photo_unsafe_civilian & record_gas_leak),True
6432,"first, eventually, the train has arrived, and then, at some point in time either a semaphore is green or the bar is up",G!train_has_arrived | F(train_has_arrived & F(bar_is_up | semaphore_is_green)),F (train_has_arrived & F (semaphore_is_green | bar_is_up)),False
6433,"after both the car enters and a car starts, it is going to happen that either a motorbike has stopped or the escalator is blocked",G((car_enters & car_starts) -> F(escalator_is_blocked | motorbike_has_stopped)),G (car_enters & car_starts) -> F (motorbike_has_stopped | escalator_is_blocked),False
6434,it will happen that a sensor captures data after a motorbike has stopped and a constructor creates instances,G((constructor_creates_instances & motorbike_has_stopped) -> F sensor_captures_data),F (motorbike_has_stopped & constructor_creates_instances & sensor_captures_data),False
6435,go through the yellow or red_room to get to the blue_room,F((red_room | yellow_room) & F blue_room),G (blue_room -> (yellow_room V red_room)),False
6436,whenever either the car stops or the bar has to be repaired then in any case both the elevator falls and the engine starts,G((bar_has_to_be_repaired | car_stops) -> G(elevator_falls & engine_starts)),G ((car_stops | bar_has_to_be_repaired) -> (elevator_falls & engine_starts)),False
6437,"Go to statue_6, take its photograph, and ensure you continuously stay in park_5",F(photo & statue_6) & G park_5,G park_5 & F (statue_6 & F photo),False
6438,"whenever a semaphore is yellow then finally, a manager collect claims and a train has arrived",G(semaphore_is_yellow -> F(manager_collect_claims & train_has_arrived)),G(semaphore_is_yellow -> F(manager_collect_claims & train_has_arrived)),True
6439,"In this task, get_help, then deliver the umbrella to the shelf.",get_help U deliver_umbrella_shelf,F (get_help & F deliver_umbrella_shelf),False
6440,"Either idle happensing infinitely often, or search the teddy-bear happens in the next step.",GF idle | X search_teddy_bear,G F idle | X search_teddy_bear,True
6441,"it is never the case that either the train stops, a train is crossing or a table is brown",G!(table_is_brown | train_is_crossing | train_stops),G!((train_stops | train_is_crossing) | table_is_brown),True
6442,"Either idle happens infinitely often, or search the cake happens in the next step.",GF idle | X search_cake,G(idle) | X(search_cake),False
6443,Retrieve the traffic_light and pickup the refrigerator will each happen at some point.,F pickup_traffic_light & F pickup_refrigerator,F pickup_traffic_light & F pickup_refrigerator,True
6444,it should not happen that the brake is released and the motorbike has stopped,G!(brake_is_released & motorbike_has_stopped),G!(brake_is_released & motorbike_has_stopped),True
6445,"If get_help holds and record the car on west_9th_avenue holds next, then photo the motorcycle on northwest_10th_avenue holds in the step after that.",G((get_help & X record_car_west_9th_avenue) -> XX photo_motorcycle_northwest_10th_avenue),(get_help & X record_car_west_9th_avenue) -> XX photo_motorcycle_northwest_10th_avenue,False
6446,"Eventually(Reach bench 4, take a photograph, and continue staying there)",F(bench_4 & photo & G bench_4),F (bench_4 & photo & G bench_4),True
6447,Remain in parking lot 9 at all times,G parking_lot_9,G parking_lot_9,True
6448,whenever both a house is built and a motorbike has stopped then it is never the case that either the elevator is open or the bar is closing,G((house_is_built & motorbike_has_stopped) -> G!(bar_is_closing | elevator_is_open)),G((house_is_built & motorbike_has_stopped) -> !F(elevator_is_open | bar_is_closing)),True
6449,Get help can only happen after search the hot_dog.,!get_help U search_hot_dog,G (!get_help -> !search_hot_dog) & G (get_help -> F search_hot_dog),False
6450,take pear can infer that when possible gather pear,take_pear -> F gather_pear,G (take_pear -> F gather_pear),False
6451,at some point the bar is up and together the table is old and an elevator falls,F(bar_is_up & elevator_falls & table_is_old),F (bar_is_up & table_is_old & elevator_falls),True
6452,every time a motorbike is driven or the escalator speeds up then under no condition both the car stops and the engine stops,G((escalator_speeds_up | motorbike_is_driven) -> G!(car_stops & engine_stops)),G ((motorbike_is_driven | escalator_speeds_up) -> !(car_stops & engine_stops)),False
6453,"at some point the sensor gathers information and, it is going to happen that the house is open and the bar is up afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F(bar_is_up & house_is_open)),F (sensor_gathers_information & F (house_is_open & bar_is_up)),False
6454,at some point in time a train has been launched or the semaphore is broken,F(semaphore_is_broken | train_has_been_launched),F (train_has_been_launched | semaphore_is_broken),True
6455,Reach house 5 and stay permanently in that location,FG house_5,F (house_5 & G house_5),True
6456,at any time venture flag can infer that move_to trashcan,F venture_flag -> move_to_trashcan,G(venture_flag -> F move_to_trashcan),False
6457,"In this task, idle, then search the scissors.",idle U search_scissors,G (idle -> X search_scissors),False
6458,forever hold_onto orange until at any time let_go apple,G hold_onto_orange U F let_go_apple,G hold_onto_orange U let_go_apple,False
6459,"From some point onwards, deliver the traffic_light to the shelf never occurs again.",FG!deliver_traffic_light_shelf,G F !deliver_traffic_light_shelf,False
6460,put_in bin or at some time come home,put_in_bin | F come_home,F (put_in_bin | come_home),False
6461,"Whenever record unsafe_rescuer and deliver_aid the safe_hostile are equal, deliver_aid the safe_hostile and photo unsafe_victim are equal as well.",G((deliver_aid_safe_hostile <-> record_unsafe_rescuer) -> (deliver_aid_safe_hostile <-> photo_unsafe_victim)),G (record_unsafe_rescuer & deliver_aid_safe_hostile -> photo_unsafe_victim),False
6462,never let_go orange and at some time go_to trash bin,G!let_go_orange & F go_to_trash_bin,G !let_go_orange & F go_to_trash_bin,True
6463,"From some point onwards, pickup the apple never occurs again.",FG!pickup_apple,G F !pickup_apple,False
6464,Stay in parking_lot_5 until you capture a photo of car_5,parking_lot_5 U (car_5 & photo),parking_lot_5 U (photo & car_5),True
6465,The system must Please idle and then get_help.,idle U get_help,G (idle -> X F get_help),False
6466,if the brake is pressed and the escalator moves then at some point in time the sensor captures data,G((brake_is_pressed & escalator_moves) -> F sensor_captures_data),G ((brake_is_pressed & escalator_moves) -> F sensor_captures_data),True
6467,walk or move_to trash can,move_to_trash_can | walk,walk | move_to_trash_can,True
6468,if the engine breaks or the table has been moved then at a certain moment the train derails and the constructor instantiate objects,G((engine_breaks | table_has_been_moved) -> F(constructor_instantiate_objects & train_derails)),(engine_breaks | table_has_been_moved) -> F (train_derails & constructor_instantiate_objects),False
6469,"if at some time withhold apple , never drop apple",F withhold_apple -> G!drop_apple,G(withhold_apple -> G(!drop_apple)),False
6470,"after both the manager collect claims and the escalator is blocked, all the time the bridge opens or a motorbike has started",G((escalator_is_blocked & manager_collect_claims) -> G(bridge_opens | motorbike_has_started)),G (manager_collect_claims & escalator_is_blocked) -> G (bridge_opens | motorbike_has_started),False
6471,whenever gather pear can infer that always touch flag,F gather_pear -> G touch_flag,G(gather_pear -> G(touch_flag)),False
6472,"Look for the clock and get_help never coincide, yet one of them is always true.",G!(get_help & search_clock) & G(get_help | search_clock),G((!get_help <-> !search_clock) & (get_help | search_clock)),False
6473,"Either get_help happens infinitely often, or record injured_victim happens in the next step.",GF get_help | X record_injured_victim,F G get_help | X record_injured_victim,False
6474,"When avoid the impending_debris happens, deliver_aid the safe_victim must hold now or in the next step.",G(avoid_impending_debris -> (deliver_aid_safe_victim | X deliver_aid_safe_victim)),G(avoid_impending_debris -> (deliver_aid_safe_victim | X deliver_aid_safe_victim)),True
6475,"first, eventually, a train has arrived, and then, eventually, a train stops and an elevator is blocked",G!train_has_arrived | F(train_has_arrived & F(elevator_is_blocked & train_stops)),F train_has_arrived & F (train_stops & elevator_is_blocked),False
6476,"Set light_west red should always hold, with at most a two-step grace period for recovery.",!G!(change_light_west_red & X change_light_west_red),G(change_light_west_red | X(change_light_west_red | XX(change_light_west_red))),False
6477,"Our agent must Eventually, both get_help and change light_north green hold simultaneously.",F(change_light_north_green & get_help),F (get_help & change_light_north_green),True
6478,every time both a manager collect claims and a bridge closes then it never happens that the motorbike has started and a semaphore is red,G((bridge_closes & manager_collect_claims) -> G!(motorbike_has_started & semaphore_is_red)),G((manager_collect_claims & bridge_closes) -> G(!(motorbike_has_started & semaphore_is_red))),True
6479,"under no circumstances either a train has arrived, a motorbike catches fire or a sensor gathers information",G!(motorbike_catches_fire | sensor_gathers_information | train_has_arrived),G(!train_has_arrived & !motorbike_catches_fire & !sensor_gathers_information),True
6480,never let_go orange and pick_up fruit,pick_up_fruit & G!let_go_orange,G(!let_go_orange & !pick_up_fruit),False
6481,Always avoid picking up box 3,G!p_box_3,G!p_box_3,True
6482,"first, eventually, both a train has arrived and a bridge closes, and then, at a certain moment either a car enters or a motorbike has started",G!(bridge_closes & train_has_arrived) | F(bridge_closes & train_has_arrived & F(car_enters | motorbike_has_started)),F (train_has_arrived & bridge_closes & F (car_enters | motorbike_has_started)),False
6483,never let_go apple until travel_to waste bin,G!let_go_apple U travel_to_waste_bin,G (!let_go_apple U travel_to_waste_bin),False
6484,"it will happen that the bridge opens and, at the same time, the semaphore is red and a constructor creates instances",F(bridge_opens & constructor_creates_instances & semaphore_is_red),F (bridge_opens & semaphore_is_red & constructor_creates_instances),True
6485,never drop apple or repeatedly go_to waste basket,G!drop_apple | GF go_to_waste_basket,G(!drop_apple) & !G F go_to_waste_basket,False
6486,"every time the semaphore is yellow then finally, the elevator falls or the train stops",G(semaphore_is_yellow -> F(elevator_falls | train_stops)),G(semaphore_is_yellow -> F(elevator_falls | train_stops)),True
6487,The system must eventually deliver_aid the injured_victim or go_home.,F(deliver_aid_injured_victim | go_home),F (deliver_aid_injured_victim | go_home),True
6488,Do not go to park 5 at any time,G!park_5,G!park_5,True
6489,at some time have pear or repeatedly go_to apple trashcan,F have_pear | GF go_to_apple_trashcan,F have_pear | G F go_to_apple_trashcan,True
6490,"when approach trash can , at some time get_to flag",approach_trash_can -> F get_to_flag,G (approach_trash_can -> F get_to_flag),False
6491,"If avoid the inactive_debris ever holds, go_home must have held beforehand.",F avoid_inactive_debris -> (!avoid_inactive_debris U (!avoid_inactive_debris & go_home)),G(avoid_inactive_debris -> !(!go_home U avoid_inactive_debris)),False
6492,"Ensure you go to mall 5, retrieve box 4, and then transport it to house 1",F(mall_5 & F(p_box_4 & F(house_1 & pd))),G (mall_5 -> (p_box_4 -> (X (p_box_4 & house_1)))),False
6493,always when the bar is closing and the train is crossing then it is going to happen that a table has been moved and the engine breaks,G((bar_is_closing & train_is_crossing) -> F(engine_breaks & table_has_been_moved)),G ((bar_is_closing & train_is_crossing) -> F (table_has_been_moved & engine_breaks)),True
6494,"after the manager collect claims or the elevator falls, at no time a train has been launched and a semaphore is green",G((elevator_falls | manager_collect_claims) -> G!(semaphore_is_green & train_has_been_launched)),G ( (manager_collect_claims | elevator_falls) -> G !(train_has_been_launched & semaphore_is_green) ),True
6495,"first, sooner or later the table is old or the bar has to be repaired, and then, at a certain moment the train derails and a manager handles requests",G!(bar_has_to_be_repaired | table_is_old) | F((bar_has_to_be_repaired | table_is_old) & F(manager_handles_requests & train_derails)),F (table_is_old | bar_has_to_be_repaired) & F (train_derails & manager_handles_requests),False
6496,"Switch light_west yellow and record the person on east_8th_street never coincide, yet one of them is always true.",G!(change_light_west_yellow & record_person_east_8th_street) & G(change_light_west_yellow | record_person_east_8th_street),G((!change_light_west_yellow <-> record_person_east_8th_street) & (change_light_west_yellow | record_person_east_8th_street)),True
6497,Take letter_4 from office_5 to house_2,F(office_5 & F(p_letter_4 & F(house_2 & pd))),G (office_5 & p_letter_4 -> F (house_2 & p_letter_4)),False
6498,Keep visiting charger 4 while repeatedly taking pictures of area 5,GF charger_4 & GF(area_5 & photo),G (photo & area_5) & G F charger_4,False
6499,go through either the red or the green_room to get to the blue_room,F((green_room | red_room) & F blue_room),G (blue_room -> (F (red_room | green_room) & G (!blue_room -> !red_room & !green_room))),False
6500,Maintain your presence in locality 5 as you retrieve package 5 from office 3 and deliver it to office 6,G locality_5 & F(office_3 & F(p_package_5 & F(office_6 & pd))),G(locality_5 & (p_package_5 & office_3 -> X(office_6 & p_package_5))),False
6501,Locate the tennis_racket holds at all times.,G search_tennis_racket,G search_tennis_racket,True
6502,stay in park 4 until you take the picture of statue 9,park_4 U (photo & statue_9),G(park_4 U (photo & statue_9)),False
6503,"first, it is going to happen that an elevator rises or the car stops, and then, it is going to happen that either the bar is closing or a motorbike has stopped",G!(car_stops | elevator_rises) | F((car_stops | elevator_rises) & F(bar_is_closing | motorbike_has_stopped)),F (elevator_rises | car_stops) & F (bar_is_closing | motorbike_has_stopped),False
6504,Reach intersection 5 and remain there indefinitely,FG intersection_5,F (intersection_5 & G intersection_5),True
6505,"at some point both the motorbike has stopped and a semaphore is red and, in the future a sensor gathers information afterwards",G!(motorbike_has_stopped & semaphore_is_red) | F(motorbike_has_stopped & semaphore_is_red & F sensor_gathers_information),F (motorbike_has_stopped & semaphore_is_red & F sensor_gathers_information),False
6506,come_to tree until at any time visit trash bin,come_to_tree U F visit_trash_bin,come_to_tree U visit_trash_bin,False
6507,"forever, both the elevator is open and the manager handles requests",G(elevator_is_open & manager_handles_requests),G(elevator_is_open & manager_handles_requests),True
6508,"if take_to trash can , acquire apple",take_to_trash_can -> acquire_apple,G (take_to_trash_can -> X acquire_apple),False
6509,if the house is open or a table is old then it will happen that either the escalator moves or the car enters,G((house_is_open | table_is_old) -> F(car_enters | escalator_moves)),(house_is_open | table_is_old) -> F (escalator_moves | car_enters),False
6510,Do not at building_6 under any circumstances,G!building_6,G!building_6,True
6511,whenever have pear can infer that approach trash can,F have_pear -> approach_trash_can,G(have_pear -> approach_trash_can),False
6512,if a sensor captures data then at some point in time both the escalator speeds up and a motorbike falls down,G(sensor_captures_data -> F(escalator_speeds_up & motorbike_falls_down)),G(sensor_captures_data -> F(escalator_speeds_up & motorbike_falls_down)),True
6513,"Whenever record the pedestrian on southwest_5th_avenue holds, from the next step onwards get_help will eventually hold.",G(record_pedestrian_southwest_5th_avenue -> XF get_help),G(record_pedestrian_southwest_5th_avenue -> X F get_help),True
6514,"Once search the bus has occurred, deliver the backpack to the shelf will never occur again.",G(search_bus -> XG!deliver_backpack_shelf),G(search_bus -> G(!deliver_backpack_shelf)),False
6515,"Never enter street 5, and eventually go to house 2 and pick up box 4",G!street_5 & F(house_2 & p_box_4),G !street_5 & F (house_2 & p_box_4),True
6516,Our agent must always have either search the cell_phone or get_help.,G(get_help | search_cell_phone),G(search_cell_phone | get_help),True
6517,go through the green or yellow_room to get to the blue_room,F((green_room | yellow_room) & F blue_room),G (blue_room -> (green_room | yellow_room) U blue_room),False
6518,"when always have apple , whenever touch house",G have_apple -> F touch_house,G(have_apple -> G(touch_house -> F have_apple)),False
6519,every time both the elevator rises and the train is crossing then sooner or later the sensor captures data and the engine stops,G((elevator_rises & train_is_crossing) -> F(engine_stops & sensor_captures_data)),G((elevator_rises & train_is_crossing) -> F(sensor_captures_data & engine_stops)),True
6520,Visit parking lot 2 and grab dish 2,F(p_dish_2 & parking_lot_2),F (parking_lot_2 & p_dish_2),True
6521,whenever both the car stops and the constructor instantiate objects then at no time both a sensor captures data and the escalator is blocked,G((car_stops & constructor_instantiate_objects) -> G!(escalator_is_blocked & sensor_captures_data)),G((car_stops & constructor_instantiate_objects) -> G!(sensor_captures_data & escalator_is_blocked)),True
6522,if both the manager handles requests and a table is brown then sooner or later either the brake is released or the semaphore is red,G((manager_handles_requests & table_is_brown) -> F(brake_is_released | semaphore_is_red)),(manager_handles_requests & table_is_brown) -> F (brake_is_released | semaphore_is_red),False
6523,when possible journey_to flag and whenever venture_to waste basket,F journey_to_flag & F venture_to_waste_basket,G(journey_to_flag -> X journey_to_flag) & G(venture_to_waste_basket -> X venture_to_waste_basket),False
6524,"at some point a sensor retrieves data or a train has been launched and, in the future the engine stops and the sensor gathers information afterwards",G!(sensor_retrieves_data | train_has_been_launched) | F((sensor_retrieves_data | train_has_been_launched) & F(engine_stops & sensor_gathers_information)),F (sensor_retrieves_data | train_has_been_launched) & F (engine_stops & F sensor_gathers_information),False
6525,every time the table is old and the house is built then it never happens that either the car stops or the house collapses,G((house_is_built & table_is_old) -> G!(car_stops | house_collapses)),G((table_is_old & house_is_built) -> G!((car_stops | house_collapses))),True
6526,Always avoid entering house_4 and getting bottle_2,G!(house_4 & p_bottle_2),G(!house_4 & !p_bottle_2),False
6527,"Begin recording gas_leak must hold until going back to base does, or else record gas_leak holds forever.",(record_gas_leak U go_home) | G record_gas_leak,record_gas_leak U go_home | G record_gas_leak,True
6528,repeatedly grab tree and at some time go_to transh can,GF grab_tree & F go_to_transh_can,G F grab_tree & F go_to_transh_can,True
6529,"Either change light_east yellow happens infinitely often, or change light_east red happens in the next step.",GF change_light_east_yellow | X change_light_east_red,G F change_light_east_yellow | X change_light_east_red,True
