Index,Requirement,Ground Truth,Response,Equivalent
5322,"Stay within locality 1 until you arrive at intersection 4, after which take package 5 from warehouse 9 to store 2",(locality_1 U intersection_4) & F(warehouse_9 & F(p_package_5 & F(pd & store_2))),(locality_1 U intersection_4) & F(intersection_4 & F(warehouse_9 & F(p_package_5 & F store_2))),False
5323,Get help can only happen after recording the vehicle on south_4th_street.,!get_help U record_vehicle_south_4th_street,!get_help U record_vehicle_south_4th_street,True
5324,every time both the constructor creates instances and the engine breaks then it never happens that the bar is down and the train has been launched,G((constructor_creates_instances & engine_breaks) -> G!(bar_is_down & train_has_been_launched)),G((constructor_creates_instances & engine_breaks) -> G(!(bar_is_down & train_has_been_launched))),True
5325,"Stay away from park 4 until you reach street 3, and afterward, deliver takeout 2 from store 7 to bench 3",(!park_4 U street_3) & F(store_7 & F(p_takeout_2 & F(bench_3 & pd))),(!park_4 U street_3) & F(store_7 & p_takeout_2 & F bench_3),False
5326,"If photo unsafe_victim happens infinitely often, then so does go_home.",GF photo_unsafe_victim -> GF go_home,GF photo_unsafe_victim -> GF go_home,True
5327,Go to landmark 6 and take a picture of it,F(landmark_6 & photo),F(landmark_6 & F photo),False
5328,"Whenever deliver the elephant to the loading_dock holds, get_help holds as well.",G(deliver_elephant_loading_dock -> get_help),G(deliver_elephant_loading_dock -> get_help),True
5329,"it will happen that either the elevator is blocked or a house is open and, in the future the bridge closes afterwards",G!(elevator_is_blocked | house_is_open) | F((elevator_is_blocked | house_is_open) & F bridge_closes),F((elevator_is_blocked | house_is_open) & F bridge_closes),False
5330,Ensure you continuously take pictures of statue 4 while regularly visiting charger 4,GF(photo & statue_4) & GF charger_4,G(photo & statue_4) & GF(charger_4),False
5331,forever move or put_in apple bucket,put_in_apple_bucket | G move,G(move | put_in_apple_bucket),False
5332,Ensure you never enter park_3 while retrieving cone_2 from police_station_1 and placing it in intersection_2.,G!park_3 & F(p_cone_2 & police_station_1 & F(intersection_2 & pd)),G(!(park_3 & (p_cone_2 & police_station_1 & intersection_2))),False
5333,at the red_room but only go through the green_room to get there,F(green_room & F red_room),(!red_room U green_room) & F red_room,False
5334,"When change light_east green happens, record the person on northeast_2nd_street must hold now or in the next step.",G(change_light_east_green -> (record_person_northeast_2nd_street | X record_person_northeast_2nd_street)),G(change_light_east_green -> (record_person_northeast_2nd_street | X record_person_northeast_2nd_street)),True
5336,"Record safe_rescuer must hold until establishing communication with the injured_victim does, or else record safe_rescuer holds forever.",(record_safe_rescuer U communicate_injured_victim) | G record_safe_rescuer,(record_safe_rescuer U communicate_injured_victim) | G record_safe_rescuer,True
5337,at any time walk_to flag and at some time go_to home,F walk_to_flag & F go_to_home,G(walk_to_flag) & F(go_to_home),False
5338,"when secure apple , go_by waste bin",secure_apple -> go_by_waste_bin,G(secure_apple -> go_by_waste_bin),False
5339,"Whenever neither record unsafe_person nor avoid the impending_flood holds, avoid the nearest_flood eventually holds.",G(!(avoid_impending_flood & record_unsafe_person) -> F avoid_nearest_flood),G(!(record_unsafe_person | avoid_impending_flood) -> F avoid_nearest_flood),False
5340,whenever stop_by trash can until never drop orange,F stop_by_trash_can U G!drop_orange,G(stop_by_trash_can U !drop_orange),False
5341,The robot must eventually deliver_aid the injured_hostile and photo debris.,F(deliver_aid_injured_hostile & photo_debris),F(deliver_aid_injured_hostile & photo_debris),True
5342,you must walk through the yellow_room to get to the green_room,F(yellow_room & F green_room),(!green_room U yellow_room),False
5343,don't pick_up anything and at some time be_near tree,!F pick_up_anything & F be_near_tree,(!pick_up_anything) & F be_near_tree,False
5344,You must always have either idle or pickup the skis.,G(idle | pickup_skis),G(idle | pickup_skis),True
5345,"as both the semaphore is red and a sensor retrieves data, in the future either a car stops or the escalator is blocked",G((semaphore_is_red & sensor_retrieves_data) -> F(car_stops | escalator_is_blocked)),(semaphore_is_red & sensor_retrieves_data) -> F(car_stops | escalator_is_blocked),False
5346,"When photo the person on southwest_10th_street happens, change light_north green must hold now or in the next step.",G(photo_person_southwest_10th_street -> (change_light_north_green | X change_light_north_green)),(photo_person_southwest_10th_street -> (change_light_north_green | X change_light_north_green)),False
5347,if the train derails then in the future both a car stops and the house collapses,G(train_derails -> F(car_stops & house_collapses)),G(train_derails -> F(car_stops & house_collapses)),True
5348,"If go_home happens infinitely often, then so does communicate the injured_victim.",GF go_home -> GF communicate_injured_victim,GF go_home -> GF communicate_injured_victim,True
5349,"Do not take any pictures before reaching park_5, and ensure you eventually photo of landmark_4",(!photo U park_5) & F(landmark_4 & photo),(!photo U park_5) & F(photo & landmark_4),True
5350,"Whenever get_help holds, avoid the impending_gas_leak holds exactly three steps later.",G(get_help -> XXX avoid_impending_gas_leak),G(get_help -> X X X !avoid_impending_gas_leak),False
5351,whenever the elevator falls and the escalator speeds up then in any case the semaphore is yellow,G((elevator_falls & escalator_speeds_up) -> G semaphore_is_yellow),G((elevator_falls & escalator_speeds_up) -> G(semaphore_is_yellow)),True
5352,"Ensure you collect brochure 9 from table 2, travel to park 4, and remain there continuously",F(table_2 & F(p_brochure_9 & F(park_4 & G park_4))),F(table_2 & p_brochure_9 & F(park_4 & G park_4)),False
5353,Every change light_south yellow is directly followed by calling for help in the next step.,G(change_light_south_yellow -> X get_help),G(change_light_south_yellow -> X get_help),True
5354,"the escalator moves and, as a consequence, every time the train is crossing then it will happen that a motorbike has stopped",G(escalator_moves -> G(train_is_crossing -> F motorbike_has_stopped)),escalator_moves & G(train_is_crossing -> F motorbike_has_stopped),False
5355,"You must Eventually, both record unsafe_person and avoid the probable_unstable_beam hold simultaneously.",F(avoid_probable_unstable_beam & record_unsafe_person),F(record_unsafe_person & avoid_probable_unstable_beam),True
5356,"Refrain from entering store 4 until you arrive at street 6, while delivering package 8 from office 2 to store 4",(!store_4 U street_6) & F(office_2 & F(p_package_8 & F(pd & store_4))),(!store_4 U street_6) & p_package_8 & office_2 & store_4,False
5357,Get help can only happen after delivering the orange to the loading_dock.,!get_help U deliver_orange_loading_dock,!(!deliver_orange_loading_dock U get_help),False
5358,forever have apple or at any time get_hold apple,G have_apple | F get_hold_apple,G(have_apple) | F(get_hold_apple),True
5359,Take a picture of intersection_7 and stay there,F(intersection_7 & photo & G intersection_7),F(photo & intersection_7) & G(intersection_7),False
5360,if either the manager handles requests or the motorbike has started then at any time a car starts or the bar is closing,G((manager_handles_requests | motorbike_has_started) -> G(bar_is_closing | car_starts)),((manager_handles_requests | motorbike_has_started) -> G(car_starts | bar_is_closing)),False
5361,"Stay away from park_4 until you reach street_3, and afterward, deliver takeout_2 from store_7 to bench_3",(!park_4 U street_3) & F(store_7 & F(p_takeout_2 & F(bench_3 & pd))),(!park_4 U street_3) & F(store_7 & F(p_takeout_2 & F bench_3)),False
5362,at any time a train derails and the constructor creates instances,G(constructor_creates_instances & train_derails),G(train_derails & constructor_creates_instances),True
5363,"it should not happen that either the bar is up, the house collapses or a table has been moved",G!(bar_is_up | house_collapses | table_has_been_moved),!(bar_is_up | house_collapses | table_has_been_moved),False
5365,"whenever a semaphore is yellow then finally, either the car stops or a house is built",G(semaphore_is_yellow -> F(car_stops | house_is_built)),G(semaphore_is_yellow -> F(car_stops | house_is_built)),True
5366,venture_towards house or venture_towards house,venture_towards_house,venture_towards_house | venture_towards_house,True
5367,under no circumstances either a train has arrived or the brake is pressed,G!(brake_is_pressed | train_has_arrived),G(!(train_has_arrived | brake_is_pressed)),True
5368,"eventually, a constructor creates instances and the escalator moves after a train has arrived",G(train_has_arrived -> F(constructor_creates_instances & escalator_moves)),F(constructor_creates_instances & F(train_has_arrived -> X escalator_moves)),False
5369,"after the sensor gathers information or the train derails, it is going to happen that the bar is closing and a train is crossing",G((sensor_gathers_information | train_derails) -> F(bar_is_closing & train_is_crossing)),F((sensor_gathers_information | train_derails) -> F(bar_is_closing & train_is_crossing)),False
5370,"At every step, idle equalsing the value of pickup the keyboard in the next step.",G(idle <-> X pickup_keyboard),G(idle <-> X pickup_keyboard),True
5371,take a picture of monument 3 and then ensure you reach pathway 8 and stay there indefinitely,F(monument_3 & photo & F(pathway_8 & G pathway_8)),F((photo & monument_3) & F(G pathway_8)),True
5372,"absolutely never, a bridge opens and a car enters",G!(bridge_opens & car_enters),G!(bridge_opens & car_enters),True
5373,"all the time a motorbike catches fire, the house collapses and the sensor captures data",G(house_collapses & motorbike_catches_fire & sensor_captures_data),G(motorbike_catches_fire -> (house_collapses & sensor_captures_data)),False
5374,"at a certain moment a bridge closes and, it will happen that either a sensor retrieves data or a train has been launched afterwards",G!bridge_closes | F(bridge_closes & F(sensor_retrieves_data | train_has_been_launched)),F(bridge_closes & F(sensor_retrieves_data | X train_has_been_launched)),False
5375,"sooner or later a bridge closes and, at a certain moment either the engine stops or the manager collect claims afterwards",G!bridge_closes | F(bridge_closes & F(engine_stops | manager_collect_claims)),F(bridge_closes & F(engine_stops | (manager_collect_claims & X(manager_collect_claims)))),False
5376,"all the time the constructor instantiate objects and, at the same time, the house collapses and a train has arrived",G(constructor_instantiate_objects & house_collapses & train_has_arrived),G(constructor_instantiate_objects & house_collapses & train_has_arrived),True
5377,"Establish communication with the injured_hostile should always hold, with at most a two-step grace period for recovery.",!G!(communicate_injured_hostile & X communicate_injured_hostile),"G(F[0,2] communicate_injured_hostile)",False
5378,take_to tree and hold orange,hold_orange & take_to_tree,take_to_tree & hold_orange,True
5379,hold_on_to pear can infer that at any time procure orange,hold_on_to_pear -> F procure_orange,hold_on_to_pear -> G procure_orange,False
5380,"You must eventually, avoid going back to base.",F!go_home,F(!go_home),True
5381,Request assistance holds at all times.,G get_help,G get_help,True
5382,"When photo gas_leak happens, record injured_rescuer must hold now or in the next step.",G(photo_gas_leak -> (record_injured_rescuer | X record_injured_rescuer)),G(photo_gas_leak -> (record_injured_rescuer | X record_injured_rescuer)),True
5383,every time the motorbike catches fire and a train is crossing,G(motorbike_catches_fire & train_is_crossing),G(motorbike_catches_fire & train_is_crossing),True
5384,"first, finally, either the sensor retrieves data or the bridge closes, and then, it will happen that the semaphore is green or the bar is up",G!(bridge_closes | sensor_retrieves_data) | F((bridge_closes | sensor_retrieves_data) & F(bar_is_up | semaphore_is_green)),F((sensor_retrieves_data | bridge_closes) & F(semaphore_is_green | bar_is_up)),False
5385,when a semaphore is green then always when the motorbike has stopped then it will happen that the train stops afterwards,G(semaphore_is_green -> G(motorbike_has_stopped -> F train_stops)),G(semaphore_is_green -> G(motorbike_has_stopped -> F train_stops)),True
5386,never drop apple or never drop apple,G!drop_apple,G(!drop_apple) | G(!drop_apple),True
5387,at any time visit waste basket can infer that move_to trash can,F visit_waste_basket -> move_to_trash_can,G(visit_waste_basket -> move_to_trash_can),False
5388,"never, the engine breaks or a car stops or a motorbike is driven",G!(car_stops | engine_breaks | motorbike_is_driven),G(!(engine_breaks | car_stops | motorbike_is_driven)),True
5389,"You must Eventually, both get_help and change light_north green hold simultaneously.",F(change_light_north_green & get_help),F(get_help & change_light_north_green),True
5390,"From some point onwards, get_help never occurs again.",FG!get_help,FG !get_help,True
5391,go through the red or green_room and at the blue_room,F((green_room | red_room) & F blue_room),F(red_room | green_room) & F(blue_room),False
5392,at any time move_forward trash can and at any time walk_to flag,F move_forward_trash_can & F walk_to_flag,(G move_forward_trash_can) & (G walk_to_flag),False
5393,when possible going_to flag until when possible visit house,F going_to_flag U F visit_house,G(going_to_flag U visit_house),False
5394,"From some point onwards, idle never occurs again.",FG!idle,FG !idle,True
5395,whenever go_to trash can and when possible seize pear,F go_to_trash_can & F seize_pear,G(go_to_trash_can -> F seize_pear),False
5396,move to the red_room,F red_room,F red_room,True
5397,at some time move_near tree or always have_in orange,F move_near_tree | G have_in_orange,F move_near_tree | G have_in_orange,True
5398,Ensure you repeatedly return to intersection_4 while eventually reaching locality_9,GF intersection_4 & F locality_9,GF(intersection_4) & F(locality_9),True
5399,it is always true that either the bridge opens or a semaphore is red,G(bridge_opens | semaphore_is_red),G(bridge_opens | semaphore_is_red),True
5400,Do not go to street 3 as you go to building 4,G!street_3 & F building_4,!(street_3 U building_4),False
5401,if either a sensor captures data or a train is crossing then it will not happen that the motorbike catches fire and a bridge opens,G((sensor_captures_data | train_is_crossing) -> G!(bridge_opens & motorbike_catches_fire)),(sensor_captures_data | train_is_crossing) -> !(motorbike_catches_fire & bridge_opens),False
5402,Remain in park_8 until you photo of monument_2 and then at bench_5 and stay there permanently,park_8 U (monument_2 & photo & F(bench_5 & G bench_5)),(park_8 U (photo & monument_2 & X (G bench_5))),False
5403,Go to bedroom_2 to grab bottle_3 and put it down in kitchen_4,F(bedroom_2 & F(p_bottle_3 & F(kitchen_4 & pd))),F(bedroom_2 & F(p_bottle_3 & F(kitchen_4 & pd))),True
5404,"Whenever avoid the impending_fire_source and record gas_leak are equal, record gas_leak and deliver_aid the safe_hostile are equal as well.",G((avoid_impending_fire_source <-> record_gas_leak) -> (deliver_aid_safe_hostile <-> record_gas_leak)),G((avoid_impending_fire_source <-> record_gas_leak) -> (record_gas_leak <-> deliver_aid_safe_hostile)),True
5405,at green_room before red_room,F(green_room & F red_room),(!red_room U green_room),False
5406,Our agent must eventually get_help or photo the cyclist on north_2nd_avenue.,F(get_help | photo_cyclist_north_2nd_avenue),F(get_help | photo_cyclist_north_2nd_avenue),True
5407,it will not happen that the motorbike has started and a semaphore is broken,G!(motorbike_has_started & semaphore_is_broken),!(motorbike_has_started & semaphore_is_broken),False
5408,when possible got_to house or repeatedly go_to apple trashcan,F got_to_house | GF go_to_apple_trashcan,F(got_to_house) | GF(go_to_apple_trashcan),True
5409,Go to house 5 at some point and continue staying there,FG house_5,F G house_5,True
5410,Ensure you always stay within parking lot 9,G parking_lot_9,G parking_lot_9,True
5411,"after both the bar is closing and a semaphore is green, it never happens that either the engine starts or the engine stops",G((bar_is_closing & semaphore_is_green) -> G!(engine_starts | engine_stops)),F((bar_is_closing & semaphore_is_green) -> G(!(engine_starts | engine_stops))),False
5412,"Whenever neither get_help nor deliver the refrigerator to the shelf holds, pickup the skateboard eventually holds.",G(!(deliver_refrigerator_shelf & get_help) -> F pickup_skateboard),G(!(get_help | deliver_refrigerator_shelf) -> F pickup_skateboard),False
5413,"after a train has arrived, at some point in time both the train has arrived and a train is crossing",G(train_has_arrived -> F(train_has_arrived & train_is_crossing)),G(train_has_arrived -> F(train_has_arrived & train_is_crossing)),True
5414,"when drop pear , at some time withdraw pear",drop_pear -> F withdraw_pear,G(drop_pear -> F withdraw_pear),False
5415,"in the future the brake is pressed and, at the same time, the train is crossing and an elevator is open",F(brake_is_pressed & elevator_is_open & train_is_crossing),F(brake_is_pressed & train_is_crossing & elevator_is_open),True
5416,every time a motorbike catches fire or the bar has to be repaired then it is never the case that the engine starts and the semaphore is broken,G((bar_has_to_be_repaired | motorbike_catches_fire) -> G!(engine_starts & semaphore_is_broken)),G((motorbike_catches_fire | bar_has_to_be_repaired) -> !(engine_starts & semaphore_is_broken)),False
5417,"it is going to happen that a sensor gathers information and, it will happen that the semaphore is yellow and a bridge closes afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F(bridge_closes & semaphore_is_yellow)),F(sensor_gathers_information & F(semaphore_is_yellow & X bridge_closes)),False
5418,in the future either an elevator falls or a semaphore is red,F(elevator_falls | semaphore_is_red),F(elevator_falls | semaphore_is_red),True
5419,Go to house 5 and stay there,FG house_5,F G house_5,True
5420,at any time scoop_up pear means that hold pear,F scoop_up_pear -> hold_pear,G(scoop_up_pear -> hold_pear),False
5421,whenever a train has arrived then at a certain moment either the escalator is blocked or a constructor creates instances,G(train_has_arrived -> F(constructor_creates_instances | escalator_is_blocked)),G(train_has_arrived -> F(escalator_is_blocked | constructor_creates_instances)),True
5422,Find your way to intersection_5 and stay there permanently,FG intersection_5,F G intersection_5,True
5423,Transport the bicycle to the shelf can only happen after picking up the zebra.,!deliver_bicycle_shelf U pickup_zebra,!deliver_bicycle_shelf U pickup_zebra,True
5424,Either photo gas_leak or photo flood happens infinitely often.,GF photo_gas_leak | GF photo_flood,GF(photo_gas_leak | photo_flood),True
5425,put_in bucket or at any time get_hold apple,put_in_bucket | F get_hold_apple,put_in_bucket | F get_hold_apple,True
5426,never drop apple and whenever bring pear,G!drop_apple & F bring_pear,G(!drop_apple) & G(bring_pear),False
5427,forever stay or at any time start_going_to house,G stay | F start_going_to_house,G(stay | F start_going_to_house),False
5428,whenever the train derails then it will happen that the train has arrived,G(train_derails -> F train_has_arrived),G(train_derails -> F train_has_arrived),True
5429,in the future the bar is up or a manager handles requests or the bar is closing,F(bar_is_closing | bar_is_up | manager_handles_requests),F(bar_is_up | manager_handles_requests | bar_is_closing),True
5430,always when both the brake is released and a semaphore is yellow then in the future the semaphore is yellow,G((brake_is_released & semaphore_is_yellow) -> F semaphore_is_yellow),G((brake_is_released & semaphore_is_yellow) -> F semaphore_is_yellow),True
5431,hold apple or stop_by flag,hold_apple | stop_by_flag,hold_apple | stop_by_flag,True
5432,"after the semaphore is yellow and the train stops, it is always true that a semaphore is yellow",G((semaphore_is_yellow & train_stops) -> G semaphore_is_yellow),F(semaphore_is_yellow & train_stops) -> G(semaphore_is_yellow),False
5433,at some time bring pear can infer that never drop apple,F bring_pear -> G!drop_apple,F bring_pear -> G ! drop_apple,True
5434,"after both a house is built and a train derails, all the time the motorbike falls down or the house collapses",G((house_is_built & train_derails) -> G(house_collapses | motorbike_falls_down)),F((house_is_built & train_derails) & G(motorbike_falls_down | house_collapses)),False
5435,Look for the clock and pickup the sports_ball will each happen at some point.,F search_clock & F pickup_sports_ball,(F search_clock) & (F pickup_sports_ball),True
5436,do not let_go pear or when possible journey_by flag,!let_go_pear | F journey_by_flag,(!let_go_pear) | F(journey_by_flag),True
5437,"Our agent must Eventually, both search the bus and get_help hold simultaneously.",F(get_help & search_bus),F(search_bus & get_help),True
5438,every time a motorbike falls down and the engine starts then under no condition both the car stops and the constructor instantiate objects,G((engine_starts & motorbike_falls_down) -> G!(car_stops & constructor_instantiate_objects)),G((motorbike_falls_down & engine_starts) -> !(car_stops & constructor_instantiate_objects)),False
5439,"under no condition either the motorbike falls down, the engine stops or the escalator speeds up",G!(engine_stops | escalator_speeds_up | motorbike_falls_down),G(!(motorbike_falls_down | engine_stops | escalator_speeds_up)),True
5440,Continuously deliver package 5 from warehouse 1 to store 5 while repeatedly going to charging station 5,GF(warehouse_1 & F(p_package_5 & F(pd & store_5))) & GF charging_station_5,G((pd & p_package_5 & warehouse_1 & store_5) & GF charging_station_5),False
5441,Ensure you never retrieve package 5,G!p_package_5,G(!p_package_5),True
5442,whenever both the engine starts and the engine stops then it is going to happen that a constructor instantiate objects and the elevator rises,G((engine_starts & engine_stops) -> F(constructor_instantiate_objects & elevator_rises)),G((engine_starts & engine_stops) -> F(constructor_instantiate_objects & elevator_rises)),True
5443,"sooner or later a manager handles requests, the brake is pressed and the brake is released",F(brake_is_pressed & brake_is_released & manager_handles_requests),F(manager_handles_requests & brake_is_pressed & brake_is_released),True
5444,every time the semaphore is yellow then at some point in time a car starts or a car stops,G(semaphore_is_yellow -> F(car_starts | car_stops)),G(semaphore_is_yellow -> F(car_starts | car_stops)),True
5445,Update light_south red and change light_west red will each happen at some point.,F change_light_south_red & F change_light_west_red,(F change_light_south_red) & (F change_light_west_red),True
5446,Stay out of house 4 permanently,G!house_4,G(!house_4),True
5447,"When search the bottle happens, deliver the remote to the shelf must hold now or in the next step.",G(search_bottle -> (deliver_remote_shelf | X deliver_remote_shelf)),G(search_bottle -> (deliver_remote_shelf | X deliver_remote_shelf)),True
5448,"if grab_hold pear , at any time have pear",grab_hold_pear -> F have_pear,G(grab_hold_pear -> FG have_pear),False
5449,"If deliver the bird to the shelf ever holds, search the bench must have held beforehand.",F deliver_bird_shelf -> (!deliver_bird_shelf U (!deliver_bird_shelf & search_bench)),G(deliver_bird_shelf -> (F search_bench & !deliver_bird_shelf)),False
5450,"go to house 1, pick up trash can 4, and take it ot garbage dump 3",F(house_1 & F(p_trash_can_4 & F(garbage_dump_3 & pd))),F(house_1 & F(p_trash_can_4 & F(garbage_dump_3))),False
5451,"if both a table is old and the constructor creates instances then finally, both the brake is pressed and a semaphore is broken",G((constructor_creates_instances & table_is_old) -> F(brake_is_pressed & semaphore_is_broken)),((table_is_old & constructor_creates_instances) -> F(brake_is_pressed & semaphore_is_broken)),False
5452,"sooner or later a semaphore is yellow or the bar is up and, it will happen that the semaphore is red and the elevator falls afterwards",G!(bar_is_up | semaphore_is_yellow) | F((bar_is_up | semaphore_is_yellow) & F(elevator_falls & semaphore_is_red)),F(semaphore_is_yellow | bar_is_up) & F(semaphore_is_red & X elevator_falls),False
5453,"Find the knife and idle never coincide, yet one of them is always true.",G!(idle & search_knife) & G(idle | search_knife),G(!(search_knife & idle)) & G(search_knife | idle),True
5454,Ensure you repeatedly visit charger 5 while continuously taking pictures of region 4,GF charger_5 & GF(photo & region_4),GF(charger_5) & G(photo & region_4),False
5455,Hand over the donut to the shelf holds at all times.,G deliver_donut_shelf,G deliver_donut_shelf,True
5456,Both go_home and get_help hold at every step.,G(get_help & go_home),G(go_home & get_help),True
5457,Stay in park 2 until you take a picture of monument 13,park_2 U (monument_13 & photo),park_2 U photo,False
5458,"first, at some point in time the car stops or the brake is released, and then, at some point either a car enters or a motorbike has started",G!(brake_is_released | car_stops) | F((brake_is_released | car_stops) & F(car_enters | motorbike_has_started)),F((car_stops | brake_is_released) & F(car_enters | motorbike_has_started)),False
5459,always either the motorbike is driven or the escalator speeds up implies that under no circumstances both the sensor captures data and the escalator is blocked,G((escalator_speeds_up | motorbike_is_driven) -> G!(escalator_is_blocked & sensor_captures_data)),G((motorbike_is_driven | escalator_speeds_up) -> !(sensor_captures_data & escalator_is_blocked)),False
5460,Reach hotel 3 and remain there indefinitely,FG hotel_3,F G hotel_3,True
5461,"sooner or later the escalator speeds up and the bridge opens and, at a certain moment the sensor gathers information afterwards",G!(bridge_opens & escalator_speeds_up) | F(bridge_opens & escalator_speeds_up & F sensor_gathers_information),F(escalator_speeds_up & bridge_opens) & F(sensor_gathers_information),False
5462,secure apple until at some time bring pear,secure_apple U F bring_pear,secure_apple U bring_pear,False
5463,Repeatedly visit area 2 and take a photo there,GF(area_2 & photo),GF(area_2 & photo),True
5464,Visit street 5 while ensuring you never enter parking lot 2,F street_5 & G!parking_lot_2,F(street_5) & G(!parking_lot_2),True
5465,it is going to happen that an elevator rises and a constructor creates instances,F(constructor_creates_instances & elevator_rises),F(elevator_rises & constructor_creates_instances),True
5466,at any time visit trash bin can infer that keep apple,F visit_trash_bin -> keep_apple,G(visit_trash_bin -> keep_apple),False
5467,always when a sensor captures data then in the future the bar is closing and a semaphore is broken,G(sensor_captures_data -> F(bar_is_closing & semaphore_is_broken)),G(sensor_captures_data -> F(bar_is_closing & semaphore_is_broken)),True
5468,Keep taking a picture of street 3,GF(photo & street_3),G(photo & street_3),False
5469,"first, it will happen that a motorbike has started and a semaphore is yellow, and then, eventually, both the brake is released and the bar is up",G!(motorbike_has_started & semaphore_is_yellow) | F(motorbike_has_started & semaphore_is_yellow & F(bar_is_up & brake_is_released)),(motorbike_has_started & semaphore_is_yellow) & F(brake_is_released & bar_is_up),False
5470,This controller must always have either change light_east green or get_help.,G(change_light_east_green | get_help),G(change_light_east_green | get_help),True
5471,go through blue or yellow to get to green,F((blue_room | yellow_room) & F green_room),(F blue_room | F yellow_room) & F green_room,False
5472,all the time a car enters,G car_enters,G(car_enters),True
5473,do not pick_up anything or at any time go_to peach,!F pick_up_anything | F go_to_peach,!(pick_up_anything | G go_to_peach),False
5474,The robot must eventually change light_north yellow or get_help.,F(change_light_north_yellow | get_help),F(change_light_north_yellow | get_help),True
5475,Snap a picture of landmark 6,F(landmark_6 & photo),F(photo & landmark_6),True
5476,when possible approach house and forever hold_onto orange,F approach_house & G hold_onto_orange,F(approach_house & G(hold_onto_orange)),False
5477,"after a car stops and the engine stops, under no circumstances both the train is crossing and a manager collect claims",G((car_stops & engine_stops) -> G!(manager_collect_claims & train_is_crossing)),G((car_stops & engine_stops) -> G(!(train_is_crossing & manager_collect_claims))),True
5478,"If photo the person on south_3rd_street holds and photo the car on northeast_9th_street holds next, then get_help holds in the step after that.",G((photo_person_south_3rd_street & X photo_car_northeast_9th_street) -> XX get_help),(photo_person_south_3rd_street & X photo_car_northeast_9th_street) -> XX get_help,False
5479,at some time reach tree and whenever visit waste basket,F reach_tree & F visit_waste_basket,F(reach_tree) & G(visit_waste_basket -> visit_waste_basket),False
5480,"in the future the motorbike falls down or a manager collect claims and, at some point a sensor gathers information and a table is old afterwards",G!(manager_collect_claims | motorbike_falls_down) | F((manager_collect_claims | motorbike_falls_down) & F(sensor_gathers_information & table_is_old)),F(motorbike_falls_down | manager_collect_claims) & F(sensor_gathers_information & X table_is_old),False
5481,Either deliver the banana to the loading_dock or get_help happens infinitely often.,GF deliver_banana_loading_dock | GF get_help,GF(deliver_banana_loading_dock | get_help),True
5482,Always avoid going to hall_1 to pickup file_6,G!(hall_1 & p_file_6),G(!(hall_1 & p_file_6)),True
5483,This controller must always maintain both go_home and communicate the safe_hostile.,G(communicate_safe_hostile & go_home),G(go_home & communicate_safe_hostile),True
5484,always both the bridge opens and an elevator is blocked implies that under no circumstances the engine starts or the engine stops,G((bridge_opens & elevator_is_blocked) -> G!(engine_starts | engine_stops)),G((bridge_opens & elevator_is_blocked) -> G(!(engine_starts | engine_stops))),True
5485,"after the manager handles requests and the bar is down, sooner or later the semaphore is yellow",G((bar_is_down & manager_handles_requests) -> F semaphore_is_yellow),G((manager_handles_requests & bar_is_down) -> F semaphore_is_yellow),True
5486,"If photo safe_rescuer holds and go_home holds next, then deliver_aid the safe_hostile holds in the step after that.",G((photo_safe_rescuer & X go_home) -> XX deliver_aid_safe_hostile),(photo_safe_rescuer & X go_home) -> XX deliver_aid_safe_hostile,False
5487,"Whenever get_help holds, search the banana holds exactly three steps later.",G(get_help -> XXX search_banana),G(get_help -> X X X search_banana),True
5488,Our agent must always have either photo the vehicle on northeast_4th_street or change light_north red.,G(change_light_north_red | photo_vehicle_northeast_4th_street),G(photo_vehicle_northeast_4th_street | change_light_north_red),True
5489,Make your way to house_2 and pickup trash_can_2,F(house_2 & p_trash_can_2),F(house_2 & F p_trash_can_2),False
5490,Remain still holds at all times.,G idle,G idle,True
5491,Stay within building_9 until you collect bottle_3 from room_2 and take it to room_6,building_9 U (room_2 & F(p_bottle_3 & F(pd & room_6))),(building_9) U (p_bottle_3 & room_2 & F(p_bottle_3 & room_6)),False
5492,"it is always true that the escalator is blocked and, at the same time, a manager handles requests and the car stops",G(car_stops & escalator_is_blocked & manager_handles_requests),G(escalator_is_blocked & manager_handles_requests & car_stops),True
5493,"in any case either the train has been launched, the engine stops or a table is brown",G(engine_stops | table_is_brown | train_has_been_launched),G(train_has_been_launched | engine_stops | table_is_brown),True
5494,Keep visiting charging station 5 and keep taking package 5 from warehouse 1 to store 5,GF charging_station_5 & GF(warehouse_1 & F(p_package_5 & F(pd & store_5))),G(charging_station_5 & (warehouse_1 & p_package_5) U store_5),False
5495,The system must always have either change light_east yellow or get_help.,G(change_light_east_yellow | get_help),G(change_light_east_yellow | get_help),True
5496,it is always the case that a car stops,G car_stops,G car_stops,True
5497,"Whenever neither go_home nor photo gas_leak holds, photo unsafe_rescuer eventually holds.",G(!(go_home & photo_gas_leak) -> F photo_unsafe_rescuer),G(!(go_home | photo_gas_leak) -> F photo_unsafe_rescuer),False
5498,"If every communicate the injured_rescuer is eventually followed by doing not go near the inactive_fire_source, then deliver_aid the safe_hostile must occur infinitely often.",G(communicate_injured_rescuer -> F avoid_inactive_fire_source) -> GF deliver_aid_safe_hostile,(G(communicate_injured_rescuer -> F avoid_inactive_fire_source)) -> GF deliver_aid_safe_hostile,True
