Index,Requirement,Ground Truth,Response,Equivalent
8508,"when at some time get_hold orange , approach tree",F get_hold_orange -> approach_tree,F (get_hold_orange -> X approach_tree),False
8509,"after a train has arrived, at a certain moment either the sensor retrieves data or the train is crossing",G(train_has_arrived -> F(sensor_retrieves_data | train_is_crossing)),G(train_has_arrived -> F(sensor_retrieves_data | train_is_crossing)),True
8510,Visit mall_5 and do not leave after arriving,FG mall_5,F (mall_5 & G mall_5),True
8511,Update light_west yellow can only happen after change light_north green.,!change_light_west_yellow U change_light_north_green,G(change_light_west_yellow -> !change_light_west_yellow U change_light_north_green),False
8512,Either record injured_rescuer or go_home happens infinitely often.,GF record_injured_rescuer | GF go_home,G F (record_injured_rescuer | go_home),True
8513,"as the escalator moves and the motorbike has stopped, at a certain moment both a car starts and a house is open",G((escalator_moves & motorbike_has_stopped) -> F(car_starts & house_is_open)),G((escalator_moves & motorbike_has_stopped) -> F(car_starts & house_is_open)),True
8514,when possible contact house or pick_up orange,pick_up_orange | F contact_house,G (contact_house | pick_up_orange),False
8515,"absolutely never, the train has been launched or the engine starts",G!(engine_starts | train_has_been_launched),G!((train_has_been_launched) | (engine_starts)),True
8516,Persistently take pictures of area 9 while periodically delivering ordnance 3 from camp 4 to camp 9,GF(area_9 & photo) & GF(camp_4 & F(p_ordnance_3 & F(camp_9 & pd))),G(photo & area_9) & G F(p_ordnance_3 & camp_4 & camp_9),False
8517,never drop apple and whenever bring pear,G!drop_apple & F bring_pear,G(!drop_apple & (bring_pear -> X bring_pear)),False
8518,forever stay or at some time got_to house,G stay | F got_to_house,G stay | F got_to_house,True
8519,"if a sensor captures data then finally, a train derails",G(sensor_captures_data -> F train_derails),sensor_captures_data -> F train_derails,False
8520,at some point the house collapses or the bar is closing or the train has arrived,F(bar_is_closing | house_collapses | train_has_arrived),F (house_collapses | bar_is_closing | train_has_arrived),True
8521,whenever both the brake is pressed and a train has arrived then at some point in time a train derails,G((brake_is_pressed & train_has_arrived) -> F train_derails),G ((brake_is_pressed & train_has_arrived) -> F train_derails),True
8522,go_by waste bin or secure apple,go_by_waste_bin | secure_apple,go_by_waste_bin | secure_apple,True
8523,"after a bridge opens and a constructor creates instances, forever, the semaphore is yellow",G((bridge_opens & constructor_creates_instances) -> G semaphore_is_yellow),G ( (bridge_opens & constructor_creates_instances) -> G semaphore_is_yellow ),True
8524,when possible gather pear can infer that never drop pear,F gather_pear -> G!drop_pear,F gather_pear -> G ! drop_pear,True
8525,"after the engine stops and the bridge opens, forever, the semaphore is broken or a train has arrived",G((bridge_opens & engine_stops) -> G(semaphore_is_broken | train_has_arrived)),G(engine_stops & bridge_opens -> G(semaphore_is_broken | train_has_arrived)),True
8526,snatch_up pear or always have_in orange,snatch_up_pear | G have_in_orange,snatch_up_pear | G have_in_orange,True
8527,Drop off the cow to the loading_dock and pickup the book will each happen at some point.,F deliver_cow_loading_dock & F pickup_book,F deliver_cow_loading_dock & F pickup_book,True
8528,do not let_go pear or when possible contact house,!let_go_pear | F contact_house,!let_go_pear | F contact_house,True
8529,"The system must Eventually, both get_help and photo the car on west_9th_avenue hold simultaneously.",F(get_help & photo_car_west_9th_avenue),F (get_help & photo_car_west_9th_avenue),True
8530,every time the manager handles requests and the constructor creates instances then at no time both a sensor captures data and the escalator is blocked,G((constructor_creates_instances & manager_handles_requests) -> G!(escalator_is_blocked & sensor_captures_data)),G((manager_handles_requests & constructor_creates_instances) -> G!(sensor_captures_data & escalator_is_blocked)),True
8531,under no condition the manager handles requests or the house is open or a semaphore is red,G!(house_is_open | manager_handles_requests | semaphore_is_red),!((manager_handles_requests | house_is_open | semaphore_is_red)),False
8532,it is going to happen that the table is brown and a car enters,F(car_enters & table_is_brown),F (table_is_brown & car_enters),True
8533,Keep taking crate 4 from warehouse 3 to store 9 while also periodically visiting charger 3,GF(warehouse_3 & F(p_crate_4 & F(pd & store_9))) & GF charger_3,G (p_crate_4 & warehouse_3 & store_9 & F charger_3),False
8534,Avoid entering building 6 at all times,G!building_6,G!building_6,True
8535,every time both the bar is up and a manager collect claims then at some point both the elevator is open and the train has arrived,G((bar_is_up & manager_collect_claims) -> F(elevator_is_open & train_has_arrived)),G((bar_is_up & manager_collect_claims) -> F(elevator_is_open & train_has_arrived)),True
8536,at some point the elevator falls and together a train is crossing and the table is brown,F(elevator_falls & table_is_brown & train_is_crossing),F (elevator_falls & train_is_crossing & table_is_brown),True
8537,"as a sensor captures data, it is going to happen that either the house is open or the train is crossing",G(sensor_captures_data -> F(house_is_open | train_is_crossing)),G(sensor_captures_data -> F(house_is_open | train_is_crossing)),True
8538,"Go to park_7, and afterward, photo of monument_4",F(park_7 & F(monument_4 & photo)),F park_7 & F (X photo & X monument_4),False
8539,at any time grab flag or take_to trashcan,take_to_trashcan | F grab_flag,G(grab_flag | take_to_trashcan),False
8540,Stand by and get_help will each happen at some point.,F idle & F get_help,F get_help & F idle,True
8541,approach trash can until do not let_go orange,approach_trash_can U !let_go_orange,approach_trash_can U !let_go_orange,True
8542,Ensure that you do not go to house 3 at any point,G!house_3,G!house_3,True
8543,"When search the keyboard happens, pickup the truck must hold now or in the next step.",G(search_keyboard -> (pickup_truck | X pickup_truck)),G(search_keyboard -> (pickup_truck | X pickup_truck)),True
8544,come_to tree means that when possible make_way waste basket,come_to_tree -> F make_way_waste_basket,come_to_tree -> (G(make_way_waste_basket)),False
8546,Take letter 4 from office 5 to house 2,F(office_5 & F(p_letter_4 & F(house_2 & pd))),F (p_letter_4 & office_5 & X (p_letter_4 & house_2)),False
8547,"finally, both the bar is closing and the semaphore is broken after the bar has to be repaired and a sensor gathers information",G((bar_has_to_be_repaired & sensor_gathers_information) -> F(bar_is_closing & semaphore_is_broken)),F (bar_is_closing & semaphore_is_broken) U (bar_has_to_be_repaired & sensor_gathers_information),False
8548,"in the future either the escalator is blocked or the sensor captures data and, it will happen that both the sensor retrieves data and the train is crossing afterwards",G!(escalator_is_blocked | sensor_captures_data) | F((escalator_is_blocked | sensor_captures_data) & F(sensor_retrieves_data & train_is_crossing)),F (escalator_is_blocked | (sensor_captures_data & X (sensor_retrieves_data & train_is_crossing))),False
8549,"Begin recording the jaywalker on northwest_5th_avenue and change light_east yellow never coincide, yet one of them is always true.",G!(change_light_east_yellow & record_jaywalker_northwest_5th_avenue) & G(change_light_east_yellow | record_jaywalker_northwest_5th_avenue),G((!change_light_east_yellow & record_jaywalker_northwest_5th_avenue) | (change_light_east_yellow & !record_jaywalker_northwest_5th_avenue)),True
8550,Persistently return to charger 3 as you consistently photograph area 3,GF charger_3 & GF(area_3 & photo),G (photo & area_3 -> F charger_3) & G (photo & area_3),False
8551,Get help holds at all times.,G get_help,G get_help,True
8552,Never leave locality 5 while transporting package 5 from office 3 to office 6,G locality_5 & F(office_3 & F(p_package_5 & F(office_6 & pd))),G (p_package_5 & (office_3 | office_6) -> G locality_5),False
8553,The system must always maintain both pickup the banana and pickup the tv_monitor.,G(pickup_banana & pickup_tv_monitor),G(pickup_banana & pickup_tv_monitor),True
8554,Stay in park 4 until you successfully take a picture of statue 9,park_4 U (photo & statue_9),G (park_4 U (photo & statue_9)),False
8555,"first, at some point either the bar is down or the motorbike is driven, and then, at a certain moment either the sensor retrieves data or the train has been launched",G!(bar_is_down | motorbike_is_driven) | F((bar_is_down | motorbike_is_driven) & F(sensor_retrieves_data | train_has_been_launched)),F (bar_is_down | motorbike_is_driven) & F (sensor_retrieves_data | train_has_been_launched),False
8556,always either a car enters or the brake is released implies that it will not happen that both a bridge opens and the sensor retrieves data,G((brake_is_released | car_enters) -> G!(bridge_opens & sensor_retrieves_data)),G((car_enters | brake_is_released) -> !F(bridge_opens & sensor_retrieves_data)),True
8557,Go to table 4 and stay there,FG table_4,F (table_4 & G table_4),True
8558,"first, in the future the train stops and the elevator is blocked, and then, it will happen that a train has arrived",G!(elevator_is_blocked & train_stops) | F(elevator_is_blocked & train_stops & F train_has_arrived),F (train_stops & elevator_is_blocked) & F train_has_arrived,False
8559,gather apple until at any time go_to flag,gather_apple U F go_to_flag,gather_apple U go_to_flag,False
8560,Go to parkinglot 2 while ensureing you do not place anything down.,F parking_lot_2 & G!pd,G (parking_lot_2 -> !pd),False
8561,You must always have either get_help or record the jaywalker on west_3rd_avenue.,G(get_help | record_jaywalker_west_3rd_avenue),G(get_help | record_jaywalker_west_3rd_avenue),True
8562,Keep taking a picture of monument 8 but do not go to monument 8 until you reach park 4,GF(monument_8 & photo) & (!monument_8 U park_4),G(photo & !monument_8) U park_4,False
8563,at any time stand_by tree can infer that travel_to tree,F stand_by_tree -> travel_to_tree,G(stand_by_tree -> travel_to_tree),False
8564,it is going to happen that the motorbike has started and the bar is down after a semaphore is yellow,G(semaphore_is_yellow -> F(bar_is_down & motorbike_has_started)),F (semaphore_is_yellow & F (motorbike_has_started & bar_is_down)),False
8565,Keep going to area 2 and taking a picture,GF(area_2 & photo),G(area_2 & photo),False
8566,"it is going to happen that a sensor gathers information and the motorbike catches fire and, finally, both a car starts and a semaphore is broken afterwards",G!(motorbike_catches_fire & sensor_gathers_information) | F(motorbike_catches_fire & sensor_gathers_information & F(car_starts & semaphore_is_broken)),F(sensor_gathers_information & motorbike_catches_fire & F(car_starts & semaphore_is_broken)),False
8567,The robot must always have either pickup the mouse or idle.,G(idle | pickup_mouse),G(idle | pickup_mouse),True
8568,go through the yellow or blue_room to get to the green_room,F((blue_room | yellow_room) & F green_room),F (yellow_room | blue_room) & F green_room & G (!green_room -> (yellow_room | blue_room)),False
8569,it is always true that the semaphore is red,G semaphore_is_red,G semaphore_is_red,True
8570,don't pick_up anything or at any time start_going_to tree,!F pick_up_anything | F start_going_to_tree,!pick_up_anything & G!start_going_to_tree,False
8571,This controller must eventually search the toothbrush or pickup the toaster.,F(pickup_toaster | search_toothbrush),F (search_toothbrush | pickup_toaster),True
8572,Go to house 2 to pick up trash can 2,F(house_2 & p_trash_can_2),F (house_2 & p_trash_can_2),True
8573,whenever track_towards tree and always hold_on pear,F track_towards_tree & G hold_on_pear,(track_towards_tree -> G hold_on_pear),False
8574,at no time both the motorbike has stopped and the sensor gathers information after the car stops and the engine stops,G((car_stops & engine_stops) -> G!(motorbike_has_stopped & sensor_gathers_information)),G!((motorbike_has_stopped & sensor_gathers_information) & F(car_stops & engine_stops)),False
8575,"If photo injured_rescuer holds and record flood holds next, then communicate the injured_rescuer holds in the step after that.",G((photo_injured_rescuer & X record_flood) -> XX communicate_injured_rescuer),(photo_injured_rescuer & X record_flood) -> XX communicate_injured_rescuer,False
8576,at some time go_past flag and at any time touch house,F go_past_flag & F touch_house,F go_past_flag & G touch_house,False
8577,"first, it will happen that either a car starts or a train derails, and then, it will happen that the constructor creates instances and the motorbike has stopped",G!(car_starts | train_derails) | F((car_starts | train_derails) & F(constructor_creates_instances & motorbike_has_stopped)),X (car_starts | train_derails) & X X (constructor_creates_instances & motorbike_has_stopped),False
8578,Either photo the motorcycle on south_4th_street or get_help happens infinitely often.,GF photo_motorcycle_south_4th_street | GF get_help,G F (photo_motorcycle_south_4th_street | get_help),True
8579,Never at house_4 to pickup bottle_2,G!(house_4 & p_bottle_2),G! (house_4 & p_bottle_2),True
8580,The system must always maintain both record the collision on west_4th_street and change light_north red.,G(change_light_north_red & record_collision_west_4th_street),G (record_collision_west_4th_street & change_light_north_red),True
8581,if both the bar is up and the car starts then it never happens that either the sensor captures data or a train is crossing,G((bar_is_up & car_starts) -> G!(sensor_captures_data | train_is_crossing)),(bar_is_up & car_starts) -> G(!(sensor_captures_data | train_is_crossing)),False
8582,whenever the escalator is blocked and a semaphore is red then in the future the semaphore is yellow,G((escalator_is_blocked & semaphore_is_red) -> F semaphore_is_yellow),G ((escalator_is_blocked & semaphore_is_red) -> F semaphore_is_yellow),True
8583,"If deliver the car to the shelf holds and deliver the tennis_racket to the shelf holds next, then search the refrigerator holds in the step after that.",G((deliver_car_shelf & X deliver_tennis_racket_shelf) -> XX search_refrigerator),(deliver_car_shelf & X deliver_tennis_racket_shelf) -> XX search_refrigerator,False
8584,"Whenever pickup the sports_ball holds, get_help holds exactly three steps later.",G(pickup_sports_ball -> XXX get_help),G(pickup_sports_ball -> X X X get_help),True
8585,The system must always have either record the person on southwest_4th_street or record the motorcycle on southwest_10th_avenue.,G(record_motorcycle_southwest_10th_avenue | record_person_southwest_4th_street),G(record_person_southwest_4th_street | record_motorcycle_southwest_10th_avenue),True
8586,Go to arch_1 and photo of it,F(arch_1 & photo),F (arch_1 & photo),True
8587,Get help holds at all times.,G get_help,G get_help,True
8588,Stay in building_4 while transportin gfolder_3 from room_43 to room_12,building_4 U (room_43 & F(p_folder_3 & F(pd & room_12))),G (building_4 <-> (p_folder_3 & (room_43 | room_12))),False
8589,"it is always true that the constructor instantiate objects, the motorbike has stopped and a sensor retrieves data",G(constructor_instantiate_objects & motorbike_has_stopped & sensor_retrieves_data),G (constructor_instantiate_objects & motorbike_has_stopped & sensor_retrieves_data),True
8590,it is always the case that the sensor captures data or the elevator is blocked or the sensor gathers information,G(elevator_is_blocked | sensor_captures_data | sensor_gathers_information),G(sensor_captures_data | elevator_is_blocked | sensor_gathers_information),True
8591,Persistently return to charger 12 while regularly delivering box 1 from house 5 to house 23,GF charger_12 & GF(house_5 & F(p_box_1 & F(house_23 & pd))),G F charger_12 & G F (house_5 & p_box_1 & F house_23),False
8592,The system must always have either avoid the nearest_unstable_beam or avoid the inactive_gas_leak.,G(avoid_inactive_gas_leak | avoid_nearest_unstable_beam),G(avoid_nearest_unstable_beam | avoid_inactive_gas_leak),True
8593,"eternally, the bridge closes",G bridge_closes,G bridge_closes,True
8594,"Whenever neither deliver_aid the injured_rescuer nor deliver_aid the safe_rescuer holds, avoid the inactive_unstable_beam eventually holds.",G(!(deliver_aid_injured_rescuer & deliver_aid_safe_rescuer) -> F avoid_inactive_unstable_beam),G(!(deliver_aid_injured_rescuer | deliver_aid_safe_rescuer) -> F(avoid_inactive_unstable_beam)),False
8595,"If every change light_west green is eventually followed by calling for help, then change light_north green must occur infinitely often.",G(change_light_west_green -> F get_help) -> GF change_light_north_green,G((G(change_light_west_green -> F get_help)) -> G F change_light_north_green),False
8596,"as both a train has arrived and the brake is pressed, it is going to happen that an elevator rises and the motorbike falls down",G((brake_is_pressed & train_has_arrived) -> F(elevator_rises & motorbike_falls_down)),(train_has_arrived & brake_is_pressed) -> F (elevator_rises & motorbike_falls_down),False
8597,"Take a photo of the car on northwest_4th_street should always hold, with at most a two-step grace period for recovery.",!G!(photo_car_northwest_4th_street & X photo_car_northwest_4th_street),G(photo_car_northwest_4th_street | X(photo_car_northwest_4th_street | XX photo_car_northwest_4th_street)),False
8598,"Whenever neither photo injured_victim nor deliver_aid the safe_rescuer holds, communicate the injured_victim eventually holds.",G(!(deliver_aid_safe_rescuer & photo_injured_victim) -> F communicate_injured_victim),G(!(photo_injured_victim & deliver_aid_safe_rescuer) -> F(communicate_injured_victim)),True
8599,"finally, the train has arrived and, eventually, the train stops or the motorbike has stopped afterwards",G!train_has_arrived | F(train_has_arrived & F(motorbike_has_stopped | train_stops)),F (train_has_arrived & F (train_stops | motorbike_has_stopped)),False
8600,every time the escalator moves and the bar is closing after the bridge opens and the constructor creates instances,G((bridge_opens & constructor_creates_instances) -> G(bar_is_closing & escalator_moves)),G(escalator_moves & bar_is_closing & bridge_opens & constructor_creates_instances),False
8601,at some point in time the table is brown or a car stops or a motorbike has stopped,F(car_stops | motorbike_has_stopped | table_is_brown),F (table_is_brown | car_stops | motorbike_has_stopped),True
8602,whenever haul pear until forever have apple,F haul_pear U G have_apple,G(haul_pear U G have_apple),False
8603,"Whenever get_help holds, record the jaywalker on southeast_8th_avenue holds exactly three steps later.",G(get_help -> XXX record_jaywalker_southeast_8th_avenue),G(get_help -> X X X record_jaywalker_southeast_8th_avenue),True
8604,"at some point in time the train stops or the motorbike has stopped and, in the future the semaphore is green or the bar is up afterwards",G!(motorbike_has_stopped | train_stops) | F((motorbike_has_stopped | train_stops) & F(bar_is_up | semaphore_is_green)),F (train_stops | motorbike_has_stopped) & F (semaphore_is_green | bar_is_up),False
8605,"every time the escalator speeds up and the motorbike catches fire then always, the motorbike has stopped and the elevator falls",G((escalator_speeds_up & motorbike_catches_fire) -> G(elevator_falls & motorbike_has_stopped)),G((escalator_speeds_up & motorbike_catches_fire) -> G(motorbike_has_stopped & elevator_falls)),True
8606,whenever travel_to trash can can infer that when possible pass_by trash bin,F travel_to_trash_can -> F pass_by_trash_bin,G(travel_to_trash_can -> F(pass_by_trash_bin)),False
8607,"Either photo flood happens infinitely often, or avoid the nearest_gas_leak happens in the next step.",GF photo_flood | X avoid_nearest_gas_leak,F G photo_flood | X avoid_nearest_gas_leak,False
8608,don't let_go pear or at any time travel_by tree,!let_go_pear | F travel_by_tree,!let_go_pear | G travel_by_tree,False
8609,whenever the escalator is blocked and the semaphore is yellow then it is never the case that either the bar is down or the house is open,G((escalator_is_blocked & semaphore_is_yellow) -> G!(bar_is_down | house_is_open)),G ((escalator_is_blocked & semaphore_is_yellow) -> ! (bar_is_down | house_is_open)),False
8610,"Once deliver the microwave to the shelf has occurred, deliver the orange to the shelf will never occur again.",G(deliver_microwave_shelf -> XG!deliver_orange_shelf),G(deliver_microwave_shelf -> G(!deliver_orange_shelf)),False
8611,pick_up flag until at some time yield pear,pick_up_flag U F yield_pear,pick_up_flag U F yield_pear,True
8612,The robot must always have either photo debris or communicate the safe_victim.,G(communicate_safe_victim | photo_debris),G(photo_debris | communicate_safe_victim),True
8613,Both record the pedestrian on northwest_7th_avenue and change light_west yellow hold at every step.,G(change_light_west_yellow & record_pedestrian_northwest_7th_avenue),G (record_pedestrian_northwest_7th_avenue & change_light_west_yellow),True
8614,never drop orange and when possible have pear,G!drop_orange & F have_pear,G(!drop_orange & (F have_pear -> F have_pear)),False
8615,"Either change light_east yellow happens infinitely often, or record the vehicle on southeast_5th_avenue happens in the next step.",GF change_light_east_yellow | X record_vehicle_southeast_5th_avenue,G(F change_light_east_yellow | X record_vehicle_southeast_5th_avenue),False
8616,"If get_help holds, then in the next step search the donut persists until handing over the bus to the shelf holds, or else search the donut holds forever.",get_help -> X((search_donut U deliver_bus_shelf) | G search_donut),get_help -> (X (search_donut U deliver_bus_shelf) | G search_donut),False
8617,don't pick_up anything or put_in bin,put_in_bin | !F pick_up_anything,!pick_up_anything & !put_in_bin,False
8618,venture_towards house until at any time reach flag,venture_towards_house U F reach_flag,venture_towards_house U reach_flag,False
8619,Pick up box 8 from house 3 and place it in office 2,F(house_3 & F(p_box_8 & F(office_2 & pd))),F (pd & p_box_8 & house_3) & F (pd & p_box_8 & office_2),False
8620,never let_go or hold_on_to pear,hold_on_to_pear | G!let_go,G(!let_go | hold_on_to_pear),False
8621,"when a train derails then after a semaphore is green, at some point a car enters afterwards",G(train_derails -> G(semaphore_is_green -> F car_enters)),G(train_derails -> (G(!semaphore_is_green) U (semaphore_is_green & F(car_enters)))),False
8622,"in the future the bridge closes and, at some point both a train has arrived and the manager handles requests afterwards",G!bridge_closes | F(bridge_closes & F(manager_handles_requests & train_has_arrived)),F (bridge_closes & F (train_has_arrived & G manager_handles_requests)),False
8623,under no circumstances a train stops or a semaphore is red after both the car stops and the elevator falls,G((car_stops & elevator_falls) -> G!(semaphore_is_red | train_stops)),G !((car_stops & elevator_falls) -> F (train_stops | semaphore_is_red)),False
8624,"first, at a certain moment either the bar is closing or the brake is pressed, and then, sooner or later the sensor gathers information",G!(bar_is_closing | brake_is_pressed) | F((bar_is_closing | brake_is_pressed) & F sensor_gathers_information),F ( (bar_is_closing | brake_is_pressed) & F sensor_gathers_information ),False
8625,Ensure that you never visit park 5,G!park_5,G!park_5,True
8626,Pick up water bottle 4 from hospital 3 while staying away from pharmacy 2,F(hospital_3 & p_bottle_4) & G!pharmacy_2,G (p_bottle_4 <-> (hospital_3 & !pharmacy_2)),False
8627,Stay out of both street_3 and street_4 permanently,G!(street_3 | street_4),G(!street_3 & !street_4),True
8628,Do not enter garage 1 until you take a picture of landmark 5,!garage_1 U (landmark_5 & photo),!garage_1 U (photo & landmark_5),True
8629,procure apple can infer that at any time get_hold apple,procure_apple -> F get_hold_apple,G(procure_apple -> F get_hold_apple),False
8630,"Either photo safe_victim happens infinitely often, or communicate the safe_rescuer happens in the next step.",GF photo_safe_victim | X communicate_safe_rescuer,G(F(photo_safe_victim) | X(communicate_safe_rescuer)),False
8631,Take box 8 from house 3 and move it to office 2,F(house_3 & F(p_box_8 & F(office_2 & pd))),F (pd & p_box_8 & !house_3 & office_2),False
8632,Keep taking a picture of intersection_4,GF(intersection_4 & photo),G(photo & intersection_4),False
8633,"Whenever change light_south yellow holds, photo the jaywalker on north_3rd_avenue holds exactly three steps later.",G(change_light_south_yellow -> XXX photo_jaywalker_north_3rd_avenue),G(change_light_south_yellow -> X(X(X(photo_jaywalker_north_3rd_avenue)))),True
8634,if the bar is up and a motorbike has started then it will happen that either the bar is closing or the manager collect claims,G((bar_is_up & motorbike_has_started) -> F(bar_is_closing | manager_collect_claims)),(bar_is_up & motorbike_has_started) -> F (bar_is_closing | manager_collect_claims),False
8635,never drop orange or advance_to tree,advance_to_tree | G!drop_orange,G! (drop_orange | advance_to_tree),False
8636,"At every step, search the apple equals the value of deliver the pizza to the loading_dock in the next step.",G(search_apple <-> X deliver_pizza_loading_dock),G(search_apple <-> X deliver_pizza_loading_dock),True
8637,at any time grab apple or never drop orange,F grab_apple | G!drop_orange,G(grab_apple | !drop_orange),False
8638,take apple until take_to trash can,take_apple U take_to_trash_can,take_apple U take_to_trash_can,True
8639,"first, it is going to happen that the train has arrived, and then, it is going to happen that the table is brown and the bar is closing",G!train_has_arrived | F(train_has_arrived & F(bar_is_closing & table_is_brown)),F train_has_arrived & F (table_is_brown & bar_is_closing),False
8640,whenever both the escalator is blocked and the escalator moves then it will happen that both the semaphore is green and a bridge opens,G((escalator_is_blocked & escalator_moves) -> F(bridge_opens & semaphore_is_green)),G ((escalator_is_blocked & escalator_moves) -> F (semaphore_is_green & bridge_opens)),True
8641,Ensure you always stay within locality_9,G locality_9,G locality_9,True
8642,"Whenever record the cyclist on southwest_8th_avenue holds, record the jaywalker on southwest_2nd_avenue holds exactly three steps later.",G(record_cyclist_southwest_8th_avenue -> XXX record_jaywalker_southwest_2nd_avenue),G(record_cyclist_southwest_8th_avenue -> X(X(X(record_jaywalker_southwest_2nd_avenue)))),True
8643,Stay away from park_6 until you collect pass_4,!park_6 U p_pass_4,G (!park_6 U p_pass_4),False
8644,at any time go_near pear or never let_go orange,F go_near_pear | G!let_go_orange,G(go_near_pear | !F(let_go_orange)),False
8645,"every time either the brake is pressed, the bar is up or the semaphore is red",G(bar_is_up | brake_is_pressed | semaphore_is_red),G ((brake_is_pressed | bar_is_up) -> semaphore_is_red),False
8646,to reach the blue_room do not go through the green_room,F blue_room & G!green_room,G (blue_room -> ! (green_room U blue_room)),False
8647,"at some point in time both a table has been moved and the engine stops and, at some point in time a motorbike is driven or the escalator moves afterwards",G!(engine_stops & table_has_been_moved) | F(engine_stops & table_has_been_moved & F(escalator_moves | motorbike_is_driven)),F (table_has_been_moved & engine_stops) & F (motorbike_is_driven | escalator_moves),False
8648,advance_to tree and move_to trashcan,advance_to_tree & move_to_trashcan,advance_to_tree & move_to_trashcan,True
8649,Ensure you never enter parking lot 5 while consistently capturing photos of car 9,G!parking_lot_5 & GF(car_9 & photo),G(!parking_lot_5 & (photo & car_9)),False
8650,whenever go home or at some time make_contact_with house,F go_home | F make_contact_with_house,G(go_home | F(make_contact_with_house)),False
8651,"Remain in park 5 until you reach bench 4, and ensure you take bottle 5 from store 2 and deliver it to bench 4",(park_5 U bench_4) & F(store_2 & F(p_bottle_5 & F(bench_4 & pd))),G(park_5 U bench_4) & G((store_2 & p_bottle_5) U bench_4),False
8652,whenever a house is open and the sensor retrieves data then it is going to happen that both the bar has to be repaired and a manager collect claims,G((house_is_open & sensor_retrieves_data) -> F(bar_has_to_be_repaired & manager_collect_claims)),G((house_is_open & sensor_retrieves_data) -> F(bar_has_to_be_repaired & manager_collect_claims)),True
8653,"Once record the collision on south_4th_street has occurred, change light_east yellow will never occur again.",G(record_collision_south_4th_street -> XG!change_light_east_yellow),G(record_collision_south_4th_street -> G!change_light_east_yellow),False
8654,"When photo the car on northwest_10th_street happens, change light_west green must hold now or in the next step.",G(photo_car_northwest_10th_street -> (change_light_west_green | X change_light_west_green)),G(photo_car_northwest_10th_street -> (change_light_west_green | X change_light_west_green)),True
8655,This controller must eventually deliver_aid the safe_rescuer or go_home.,F(deliver_aid_safe_rescuer | go_home),F (deliver_aid_safe_rescuer | go_home),True
8656,"in the future the bridge closes and, at some point a train derails and a manager handles requests afterwards",G!bridge_closes | F(bridge_closes & F(manager_handles_requests & train_derails)),F (bridge_closes & F (train_derails & X manager_handles_requests)),False
8657,forever move or reach trash can,reach_trash_can | G move,G(move | reach_trash_can),False
8658,"At every step, get_help equals the value of change light_south yellow in the next step.",G(get_help <-> X change_light_south_yellow),G(get_help <-> X(change_light_south_yellow)),True
8659,"Either record the vehicle on east_8th_street happens infinitely often, or photo the vehicle on east_1st_street happens in the next step.",GF record_vehicle_east_8th_street | X photo_vehicle_east_1st_street,G F record_vehicle_east_8th_street | X photo_vehicle_east_1st_street,True
8660,whenever get orange means that at some time make_way_for tree,F get_orange -> F make_way_for_tree,G(get_orange -> F(make_way_for_tree)),False
8661,"Take a video of gas_leak must keep holding until, from some point on, deliver_aid the safe_hostile holds infinitely often.",record_gas_leak U GF deliver_aid_safe_hostile,record_gas_leak U (G F deliver_aid_safe_hostile),True
8662,"If photo the pedestrian on north_1st_avenue ever holds, record the jaywalker on west_1st_avenue must have held beforehand.",F photo_pedestrian_north_1st_avenue -> (!photo_pedestrian_north_1st_avenue U (!photo_pedestrian_north_1st_avenue & record_jaywalker_west_1st_avenue)),G(photo_pedestrian_north_1st_avenue -> !(!record_jaywalker_west_1st_avenue U photo_pedestrian_north_1st_avenue)),False
8663,"At every step, get_help equals the value of pickup the baseball_bat in the next step.",G(get_help <-> X pickup_baseball_bat),G(get_help <-> X(pickup_baseball_bat)),True
8664,Ensure you never pick up crate 8 at any time,G!p_crate_8,G!p_crate_8,True
8665,when possible make_your_way flag until move_towards trash can,F make_your_way_flag U move_towards_trash_can,G(make_your_way_flag -> (make_your_way_flag U move_towards_trash_can)),False
8666,"finally, the train derails after either the sensor captures data or the engine starts",G((engine_starts | sensor_captures_data) -> F train_derails),F ( (sensor_captures_data | engine_starts) U train_derails ),False
8667,when possible travel_to flag until at some time go_past flag,F travel_to_flag U F go_past_flag,G(travel_to_flag -> (travel_to_flag U go_past_flag)),False
8668,Take takeout_2 from restaurant_9 and move it to house_1,F(restaurant_9 & F(takeout_2 & F(house_1 & pd))),F (pd & takeout_2 & restaurant_9) & F (pd & takeout_2 & house_1),False
8669,if the train has arrived then in the future either the house collapses or the escalator moves,G(train_has_arrived -> F(escalator_moves | house_collapses)),train_has_arrived -> F(house_collapses | escalator_moves),False
8670,if either the brake is pressed or the escalator is blocked then it is going to happen that the semaphore is yellow,G((brake_is_pressed | escalator_is_blocked) -> F semaphore_is_yellow),(brake_is_pressed | escalator_is_blocked) -> F semaphore_is_yellow,False
8671,Pick up tin_can_4 from table_4 and put it in trash_can_5 without entering hallway_2,F(table_4 & F(p_tin_can_4 & F(pd & trash_can_5))) & G!hallway_2,G (p_tin_can_4 & table_4 -> X (F (p_tin_can_4 & trash_can_5) & G !hallway_2)),False
8672,Both get_help and photo the pedestrian on north_7th_avenue hold at every step.,G(get_help & photo_pedestrian_north_7th_avenue),G(get_help & photo_pedestrian_north_7th_avenue),True
