Index,Requirement,Ground Truth,Response,Equivalent
7436,"never, the engine starts or the car starts or the house is open",G!(car_starts | engine_starts | house_is_open),G(!(engine_starts | car_starts | house_is_open)),True
7437,never drop apple and venture_towards house,venture_towards_house & G!drop_apple,G!(drop_apple & venture_towards_house),False
7438,"first, it will happen that both a motorbike has stopped and the semaphore is red, and then, at some point in time either the engine breaks or the semaphore is yellow",G!(motorbike_has_stopped & semaphore_is_red) | F(motorbike_has_stopped & semaphore_is_red & F(engine_breaks | semaphore_is_yellow)),!(motorbike_has_stopped & semaphore_is_red) | F((motorbike_has_stopped & semaphore_is_red) & F(engine_breaks | semaphore_is_yellow)),False
7439,"Whenever photo the collision on southeast_2nd_avenue holds, from the next step onwards photo the jaywalker on south_8th_avenue will eventually hold.",G(photo_collision_southeast_2nd_avenue -> XF photo_jaywalker_south_8th_avenue),G(photo_collision_southeast_2nd_avenue -> X F photo_jaywalker_south_8th_avenue),True
7440,go_to bucket means that at any time advance_to house,go_to_bucket -> F advance_to_house,G(go_to_bucket -> advance_to_house),False
7441,"Take a picture of arch 2, then go to park 8 and remain there permanently",F(arch_2 & photo & F(park_8 & G park_8)),F(photo & arch_2 & F(park_8 & G(park_8))),True
7442,under no circumstances both the bridge opens and the table has been moved,G!(bridge_opens & table_has_been_moved),G(!(bridge_opens & table_has_been_moved)),True
7443,Remain in area_5 until you take package_8 from store_2 and deliver it to house_9,area_5 U (store_2 & F(p_package_8 & F(house_9 & pd))),(area_5 & !p_package_8) U (store_2 & p_package_8 & F(house_9 & p_package_8)),False
7444,it is always the case that a manager handles requests and together a table is old and a semaphore is green,G(manager_handles_requests & semaphore_is_green & table_is_old),G(manager_handles_requests & table_is_old & semaphore_is_green),True
7445,Record the jaywalker on west_5th_avenue and change light_west green will each happen at some point.,F record_jaywalker_west_5th_avenue & F change_light_west_green,F(record_jaywalker_west_5th_avenue & F(change_light_west_green)) | F(change_light_west_green & F(record_jaywalker_west_5th_avenue)),True
7446,every time a table is old and together the brake is pressed and the bar has to be repaired,G(bar_has_to_be_repaired & brake_is_pressed & table_is_old),G((table_is_old & brake_is_pressed) -> bar_has_to_be_repaired),False
7447,Return to base can only happen after begining recording safe_victim.,!go_home U record_safe_victim,G(go_home -> G(!record_safe_victim)),False
7448,You must Please deliver_aid the injured_hostile and then go_home.,deliver_aid_injured_hostile U go_home,G(!deliver_aid_injured_hostile | F(deliver_aid_injured_hostile & F(go_home))),False
7449,all the time either the house is built or a sensor gathers information,G(house_is_built | sensor_gathers_information),G(house_is_built | sensor_gathers_information),True
7450,the bar has to be repaired involves that always when the semaphore is green then in the future the brake is pressed,G(bar_has_to_be_repaired -> G(semaphore_is_green -> F brake_is_pressed)),bar_has_to_be_repaired -> G(semaphore_is_green -> F brake_is_pressed),False
7451,"if whenever advance_to house , collect pear",F advance_to_house -> collect_pear,G(advance_to_house -> collect_pear),False
7452,all the time both the elevator rises and a sensor gathers information,G(elevator_rises & sensor_gathers_information),G (elevator_rises & sensor_gathers_information),True
7453,Our agent must always have either avoid the impending_gas_leak or photo flood.,G(avoid_impending_gas_leak | photo_flood),G(avoid_impending_gas_leak | photo_flood),True
7454,at any time get apple and forever touch flag,F get_apple & G touch_flag,G(get_apple -> G(touch_flag)),False
7455,"if both a sensor retrieves data and the engine breaks then always, a semaphore is yellow",G((engine_breaks & sensor_retrieves_data) -> G semaphore_is_yellow),G((sensor_retrieves_data & engine_breaks) -> G(semaphore_is_yellow)),True
7456,at some time go_to trash bin or whenever move_forward trash can,F go_to_trash_bin | F move_forward_trash_can,F(go_to_trash_bin | G(move_forward_trash_can)),False
7457,Go to intersection_4 and never leave,FG intersection_4,F(intersection_4 & G(intersection_4)),True
7458,at some time move_near tree and when possible snag orange,F move_near_tree & F snag_orange,F(move_near_tree & F(snag_orange)),False
7459,go from the blue room to the red room then to the green_room,F green_room,F(green_room),True
7460,Both idle and search the oven hold at every step.,G(idle & search_oven),G (idle & search_oven),True
7461,at any time withhold apple until at any time go_by waste basket,F withhold_apple U F go_by_waste_basket,G(withhold_apple U go_by_waste_basket),False
7462,Call for help and record the jaywalker on southeast_6th_avenue will each happen at some point.,F get_help & F record_jaywalker_southeast_6th_avenue,F get_help & F record_jaywalker_southeast_6th_avenue,True
7463,Keep returning to car 3 as you work your way to building 2,GF car_3 & F building_2,G(car_3 -> F(building_2 & G(car_3))),False
7464,"it is always the case that either a train derails, the train is crossing or a table is old",G(table_is_old | train_derails | train_is_crossing),G(train_derails | train_is_crossing | table_is_old),True
7465,Go to statue 6 and take a picture of it while you stay in park 5,F(photo & statue_6) & G park_5,G(statue_6 & park_5 -> photo),False
7466,"The robot must Eventually, both deliver_aid the injured_rescuer and photo gas_leak hold simultaneously.",F(deliver_aid_injured_rescuer & photo_gas_leak),F (deliver_aid_injured_rescuer & photo_gas_leak),True
7467,"at some point in time a sensor gathers information and, sooner or later either a train is crossing or an elevator rises afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F(elevator_rises | train_is_crossing)),F(sensor_gathers_information & F(train_is_crossing | elevator_rises)),False
7468,"after both the escalator is blocked and the manager collect claims, at some point either the bridge closes or the elevator is blocked",G((escalator_is_blocked & manager_collect_claims) -> F(bridge_closes | elevator_is_blocked)),G((escalator_is_blocked & manager_collect_claims) -> F(bridge_closes | elevator_is_blocked)),True
7469,"as both the bar is up and the car stops, it will happen that a train derails",G((bar_is_up & car_stops) -> F train_derails),G((bar_is_up & car_stops) -> F(train_derails)),True
7470,move to the blue_room by going through red or green only,F((green_room | red_room) & F blue_room),G(!blue_room U (red_room | green_room)) & G((red_room | green_room) -> F blue_room),False
7471,"always, both the motorbike falls down and a table has been moved after either the car stops or the brake is released",G((brake_is_released | car_stops) -> G(motorbike_falls_down & table_has_been_moved)),G((car_stops | brake_is_released) -> F(motorbike_falls_down & table_has_been_moved)),False
7472,"as a train derails, sooner or later both the train is crossing and the engine stops",G(train_derails -> F(engine_stops & train_is_crossing)),G(train_derails -> F(train_is_crossing & engine_stops)),True
7473,"In this task, photo the car on west_2nd_street, then record the pedestrian on west_4th_avenue.",photo_car_west_2nd_street U record_pedestrian_west_4th_avenue,!photo_car_west_2nd_street | F(photo_car_west_2nd_street & F(record_pedestrian_west_4th_avenue)),False
7474,"Either change light_north yellow happens infinitely often, or get_help happens in the next step.",GF change_light_north_yellow | X get_help,G F change_light_north_yellow | X get_help,True
7475,"at no time either a train derails, the constructor creates instances or a train has been launched",G!(constructor_creates_instances | train_derails | train_has_been_launched),G(!(train_derails | constructor_creates_instances | train_has_been_launched)),True
7476,"Either get_help happens infinitely often, or deliver_aid the safe_rescuer happens in the next step.",GF get_help | X deliver_aid_safe_rescuer,G F get_help | X deliver_aid_safe_rescuer,True
7477,Record the cyclist on west_2nd_street and record the collision on east_5th_street will each happen at some point.,F record_cyclist_west_2nd_street & F record_collision_east_5th_street,F(record_cyclist_west_2nd_street & F(record_collision_east_5th_street)) | F(record_collision_east_5th_street & F(record_cyclist_west_2nd_street)),True
7478,"never, both a car stops and the table has been moved",G!(car_stops & table_has_been_moved),G! (car_stops & table_has_been_moved),True
7479,"If record safe_person holds and photo flood holds next, then get_help holds in the step after that.",G((record_safe_person & X photo_flood) -> XX get_help),G(record_safe_person -> (X(photo_flood) -> XX(get_help))),True
7480,Reach park 8 and remain there indefinitely,FG park_8,F(park_8 & G(park_8)),True
7481,Stay in area 5,G area_5,G area_5,True
7482,whenever the train is crossing and the manager collect claims then under no circumstances the bar is down or a house is open,G((manager_collect_claims & train_is_crossing) -> G!(bar_is_down | house_is_open)),G((train_is_crossing & manager_collect_claims) -> G(!(bar_is_down | house_is_open))),True
7483,Call for help can only happen after deliver_aid the injured_hostile.,!get_help U deliver_aid_injured_hostile,G(!get_help U deliver_aid_injured_hostile),False
7484,pick_up flag means that when possible get_hold_of orange,pick_up_flag -> F get_hold_of_orange,G(pick_up_flag -> F(get_hold_of_orange)),False
7485,it will happen that the escalator speeds up and together an elevator falls and the escalator is blocked,F(elevator_falls & escalator_is_blocked & escalator_speeds_up),F(escalator_speeds_up & elevator_falls & escalator_is_blocked),True
7486,it will not happen that the motorbike has stopped and the car starts after either a semaphore is green or a motorbike falls down,G((motorbike_falls_down | semaphore_is_green) -> G!(car_starts & motorbike_has_stopped)),G!((semaphore_is_green | motorbike_falls_down) & F(motorbike_has_stopped & car_starts)),True
7487,"first, at some point a bridge closes, and then, finally, a house is open and the bar is up",G!bridge_closes | F(bridge_closes & F(bar_is_up & house_is_open)),!bridge_closes | F(bridge_closes & F(house_is_open & bar_is_up)),False
7488,"finally, the train has been launched or the train stops",F(train_has_been_launched | train_stops),F(train_has_been_launched | train_stops),True
7489,Visit table 4 at some point and continue staying there indefinitely,FG table_4,F(table_4 & G(table_4)),True
7491,"In this task, get_help, then deliver the car to the shelf.",get_help U deliver_car_shelf,!get_help | F(get_help & F(deliver_car_shelf)),False
7492,forever move until at some time venture_to waste basket,G move U F venture_to_waste_basket,G(move U venture_to_waste_basket),False
7493,"From some point onwards, photo the pedestrian on east_3rd_street never occurs again.",FG!photo_pedestrian_east_3rd_street,F G ! photo_pedestrian_east_3rd_street,True
7494,when possible move_past trash can or take orange,take_orange | F move_past_trash_can,G((take_orange | move_past_trash_can) -> F(take_orange | move_past_trash_can)),False
7495,at no time the semaphore is yellow or the motorbike falls down or an elevator rises,G!(elevator_rises | motorbike_falls_down | semaphore_is_yellow),G(!(semaphore_is_yellow | motorbike_falls_down | elevator_rises)),True
7496,Continuously take pictures of area 9 while periodically transporting ordnance 3 from camp 4 to camp 9,GF(area_9 & photo) & GF(camp_4 & F(p_ordnance_3 & F(camp_9 & pd))),G(photo & area_9) & G(F(p_ordnance_3 & camp_4) & F(p_ordnance_3 & camp_9)),False
7497,never let_go orange and when possible journey_to flag,G!let_go_orange & F journey_to_flag,G(!let_go_orange) & G(journey_to_flag),False
7498,"From some point onwards, deliver the tie to the loading_dock never occurs again.",FG!deliver_tie_loading_dock,F G ! deliver_tie_loading_dock,True
7499,Remain in parking_lot_4 until you photo of car_5,parking_lot_4 U (car_5 & photo),parking_lot_4 U (photo & car_5),True
7500,"In this task, get_help, then photo the car on northwest_3rd_avenue.",get_help U photo_car_northwest_3rd_avenue,!get_help | F(get_help & F(photo_car_northwest_3rd_avenue)),False
7501,if both a bridge opens and the brake is pressed then at some point the semaphore is yellow,G((brake_is_pressed & bridge_opens) -> F semaphore_is_yellow),G((bridge_opens & brake_is_pressed) -> F(semaphore_is_yellow)),True
7502,go_by waste bin or secure apple,go_by_waste_bin | secure_apple,G(go_by_waste_bin | secure_apple),False
7503,it will happen that both a car enters and an elevator is open after either the brake is released or the bar is down,G((bar_is_down | brake_is_released) -> F(car_enters & elevator_is_open)),G((brake_is_released | bar_is_down) -> F(car_enters & elevator_is_open)),True
7504,"Whenever get_help and record the pedestrian on south_10th_street are equal, record the pedestrian on south_10th_street and record the motorcycle on west_4th_avenue are equal as well.",G((get_help <-> record_pedestrian_south_10th_street) -> (record_motorcycle_west_4th_avenue <-> record_pedestrian_south_10th_street)),G((get_help <-> record_pedestrian_south_10th_street) -> (record_pedestrian_south_10th_street <-> record_motorcycle_west_4th_avenue)),True
7505,"if whenever proceed_to house , never let_go apple",F proceed_to_house -> G!let_go_apple,G(proceed_to_house -> G(!let_go_apple)),False
7506,if both the motorbike catches fire and the engine breaks then in any case either a car starts or the bar is closing,G((engine_breaks & motorbike_catches_fire) -> G(bar_is_closing | car_starts)),G((motorbike_catches_fire & engine_breaks) -> (car_starts | bar_is_closing)),False
7507,it is going to happen that both a house is built and a bridge opens,F(bridge_opens & house_is_built),F(house_is_built & bridge_opens),True
7508,when possible venture house can infer that forever touch flag,F venture_house -> G touch_flag,G(venture_house -> G(touch_flag)),False
7509,"Photograph unstable_beam and deliver_aid the injured_hostile never coincide, yet one of them is always true.",G!(deliver_aid_injured_hostile & photo_unstable_beam) & G(deliver_aid_injured_hostile | photo_unstable_beam),G(!(deliver_aid_injured_hostile & photo_unstable_beam) & (deliver_aid_injured_hostile | photo_unstable_beam)),True
7510,"Either get_help happens infinitely often, or photo the pedestrian on north_1st_street happens in the next step.",GF get_help | X photo_pedestrian_north_1st_street,G F get_help | X photo_pedestrian_north_1st_street,True
7511,"When photo the cyclist on west_1st_street happens, change light_west green must hold now or in the next step.",G(photo_cyclist_west_1st_street -> (change_light_west_green | X change_light_west_green)),G(photo_cyclist_west_1st_street -> (change_light_west_green | X change_light_west_green)),True
7512,"first, sooner or later the train has arrived, and then, eventually, a motorbike has stopped and a semaphore is red",G!train_has_arrived | F(train_has_arrived & F(motorbike_has_stopped & semaphore_is_red)),F(train_has_arrived & F(motorbike_has_stopped & semaphore_is_red)),False
7513,"first, finally, both the escalator moves and the train stops, and then, at some point the engine stops or the constructor instantiate objects",G!(escalator_moves & train_stops) | F(escalator_moves & train_stops & F(constructor_instantiate_objects | engine_stops)),!(escalator_moves & train_stops) | F((escalator_moves & train_stops) & F(engine_stops | constructor_instantiate_objects)),False
7514,"Retrieve the backpack should always hold, with at most a two-step grace period for recovery.",!G!(pickup_backpack & X pickup_backpack),G(pickup_backpack | X(pickup_backpack | X(pickup_backpack))),False
7515,"The system must Eventually, both get_help and change light_north green hold simultaneously.",F(change_light_north_green & get_help),F(get_help & change_light_north_green),True
7516,if the train has been launched and the semaphore is green then at no time both the elevator falls and the bar is up,G((semaphore_is_green & train_has_been_launched) -> G!(bar_is_up & elevator_falls)),G((train_has_been_launched & semaphore_is_green) -> G(!(elevator_falls & bar_is_up))),True
7517,never drop apple and secure apple,secure_apple & G!drop_apple,G!(drop_apple & secure_apple),False
7518,Ensure that you never visit street 3,G!street_3,G! street_3,True
7519,"finally, both a table is brown and the bar is down and, it is going to happen that a constructor creates instances or the elevator is blocked afterwards",G!(bar_is_down & table_is_brown) | F(bar_is_down & table_is_brown & F(constructor_creates_instances | elevator_is_blocked)),F(table_is_brown & bar_is_down & F(constructor_creates_instances | elevator_is_blocked)),False
7520,never drop orange until drop pear,G!drop_orange U drop_pear,!drop_orange U drop_pear,False
7521,"it is going to happen that the table has been moved and, at the same time, a semaphore is yellow and the bar is down",F(bar_is_down & semaphore_is_yellow & table_has_been_moved),F(table_has_been_moved & semaphore_is_yellow & bar_is_down),True
7522,never let_go or repeatedly go_to pear,G!let_go | GF go_to_pear,G(!let_go) & G F go_to_pear,False
7523,whenever a semaphore is yellow then it is going to happen that either a sensor gathers information or a train derails,G(semaphore_is_yellow -> F(sensor_gathers_information | train_derails)),G(semaphore_is_yellow -> F(sensor_gathers_information | train_derails)),True
7524,Pick up luggage 2 and take it to room 402,F(p_luggage_2 & F(pd & room_402)),G(p_luggage_2 -> F(room_402)),False
7525,The system must eventually record the cyclist on northwest_7th_street or get_help.,F(get_help | record_cyclist_northwest_7th_street),F(record_cyclist_northwest_7th_street | get_help),True
7526,Do not pick up package 5 under any circumstances,G!p_package_5,G! p_package_5,True
7527,whenever travel house or repeatedly make_way_to house,F travel_house | GF make_way_to_house,G((travel_house | G(make_way_to_house)) -> G(make_way_to_house)),False
7528,put_in apple bucket can infer that at some time get_hold orange,put_in_apple_bucket -> F get_hold_orange,G(put_in_apple_bucket -> F(get_hold_orange)),False
7529,"If idle ever holds, search the microwave must have held beforehand.",F idle -> (!idle U (!idle & search_microwave)),G(idle -> !idle R search_microwave),False
7530,"Visit mall 5, pick up box 4, and deliver it to house 1",F(mall_5 & F(p_box_4 & F(house_1 & pd))),G(!mall_5) | F(mall_5 & F(p_box_4 & F(house_1 & pd))),False
7531,always when both the motorbike falls down and the train stops then at some point both a sensor retrieves data and the escalator moves,G((motorbike_falls_down & train_stops) -> F(escalator_moves & sensor_retrieves_data)),G((motorbike_falls_down & train_stops) -> F(sensor_retrieves_data & escalator_moves)),True
7532,every time either the engine starts or the train is crossing then it never happens that the motorbike falls down and the engine starts,G((engine_starts | train_is_crossing) -> G!(engine_starts & motorbike_falls_down)),G((engine_starts | train_is_crossing) -> G(!(motorbike_falls_down & engine_starts))),True
7533,"first, in the future a table is brown or a motorbike has started, and then, it is going to happen that the constructor creates instances and a sensor captures data",G!(motorbike_has_started | table_is_brown) | F((motorbike_has_started | table_is_brown) & F(constructor_creates_instances & sensor_captures_data)),!(table_is_brown | motorbike_has_started) | F((table_is_brown | motorbike_has_started) & F(constructor_creates_instances & sensor_captures_data)),False
7534,"The robot must pickup the sheep and get_help never coincide, yet one of them is always true.",G!(get_help & pickup_sheep) & G(get_help | pickup_sheep),G(!get_help & !pickup_sheep | get_help & !pickup_sheep | !get_help & pickup_sheep),False
7535,Go to parking_lot_2 to pickup cone_5 and put it down in street_1,F(parking_lot_2 & F(p_cone_5 & F(pd & street_1))),G(!parking_lot_2 | F(parking_lot_2 & F(p_cone_5 & F(street_1 & pd)))),False
7536,Repeatedly visit charger 3 while repeatedly taking pictures of area 3,GF charger_3 & GF(area_3 & photo),G F (charger_3 & photo & area_3),False
7537,go through the blue or red_room to the yellow_room,F((blue_room | red_room) & F yellow_room),G((blue_room | red_room) -> F(yellow_room)),False
7538,Always remain in locality 7 while transporting letter 1 from office 4 to house 1,G locality_7 & F(office_4 & F(p_letter_1 & F(house_1 & pd))),G((p_letter_1 & office_4) -> (locality_7 U (p_letter_1 & house_1))),False
7539,Call for help holds at all times.,G get_help,G get_help,True
7540,Stay in parking lot 5 until you take a picture of car 5,parking_lot_5 U (car_5 & photo),(parking_lot_5 & !photo) U (photo & car_5),False
7541,"at a certain moment either a train is crossing or an elevator rises and, eventually, either a house is open or a motorbike is driven afterwards",G!(elevator_rises | train_is_crossing) | F((elevator_rises | train_is_crossing) & F(house_is_open | motorbike_is_driven)),F((train_is_crossing | elevator_rises) & F(house_is_open | motorbike_is_driven)),False
7542,Ensure you go to mall 5 and remain there permanently,FG mall_5,F(mall_5 & G(mall_5)),True
7543,"finally, both the bar has to be repaired and a car stops and, eventually, a bridge closes afterwards",G!(bar_has_to_be_repaired & car_stops) | F(bar_has_to_be_repaired & car_stops & F bridge_closes),F(bar_has_to_be_repaired & car_stops & F(bridge_closes)),False
7544,move_towards trash can until when possible be_at flag,move_towards_trash_can U F be_at_flag,move_towards_trash_can U be_at_flag,False
7545,it is always the case that a table is brown and the bar is up,G(bar_is_up & table_is_brown),G(table_is_brown & bar_is_up),True
7546,"when venture_towards house , secure apple",venture_towards_house -> secure_apple,G(venture_towards_house -> F secure_apple),False
7547,always when either the table is old or an elevator falls then it is going to happen that either the elevator rises or the semaphore is yellow,G((elevator_falls | table_is_old) -> F(elevator_rises | semaphore_is_yellow)),G((table_is_old | elevator_falls) -> F(elevator_rises | semaphore_is_yellow)),True
7548,never drop apple until never drop apple,G!drop_apple,G(!drop_apple) U G(!drop_apple),True
7549,"if at any time spend_time_at tree , snatch_up pear",F spend_time_at_tree -> snatch_up_pear,G(spend_time_at_tree -> snatch_up_pear),False
7550,"as the semaphore is yellow, sooner or later both a sensor captures data and a car stops",G(semaphore_is_yellow -> F(car_stops & sensor_captures_data)),G(semaphore_is_yellow -> F(sensor_captures_data & car_stops)),True
7551,"Whenever go_home holds, from the next step onwards communicate the safe_victim will eventually hold.",G(go_home -> XF communicate_safe_victim),G(go_home -> X F(communicate_safe_victim)),True
7552,"Once deliver the parking_meter to the loading_dock has occurred, deliver the giraffe to the loading_dock will never occur again.",G(deliver_parking_meter_loading_dock -> XG!deliver_giraffe_loading_dock),G(deliver_parking_meter_loading_dock -> G(!deliver_giraffe_loading_dock)),False
7553,Always refrain from entering building 2 as you collect letter 5 from office 6,G!building_2 & F(office_6 & p_letter_5),G((office_6 & p_letter_5) -> G(!building_2)),False
7554,This controller must always have either photo the motorcycle on west_2nd_avenue or record the car on west_5th_avenue.,G(photo_motorcycle_west_2nd_avenue | record_car_west_5th_avenue),G(photo_motorcycle_west_2nd_avenue | record_car_west_5th_avenue),True
7555,"From some point onwards, record the person on northeast_5th_avenue never occurs again.",FG!record_person_northeast_5th_avenue,F G ! record_person_northeast_5th_avenue,True
7556,go through the green or red_room and enter the blue_room,F((green_room | red_room) & F blue_room),F((green_room | red_room) & F(blue_room)),True
7557,"when forever have apple , when possible acquire pear",G have_apple -> F acquire_pear,G(G have_apple -> F acquire_pear),False
7558,"after both the engine stops and the manager collect claims, eventually, the semaphore is green and a train derails",G((engine_stops & manager_collect_claims) -> F(semaphore_is_green & train_derails)),G((engine_stops & manager_collect_claims) -> F(semaphore_is_green & train_derails)),True
7559,Take a photograph of landmark 6,F(landmark_6 & photo),F(photo & landmark_6),True
7560,"after a train has been launched and the semaphore is green, absolutely never, a car stops and a constructor instantiate objects",G((semaphore_is_green & train_has_been_launched) -> G!(car_stops & constructor_instantiate_objects)),G((train_has_been_launched & semaphore_is_green) -> G(!(car_stops & constructor_instantiate_objects))),True
7561,always when both the bar has to be repaired and a manager collect claims then it is going to happen that either the escalator moves or the train has arrived,G((bar_has_to_be_repaired & manager_collect_claims) -> F(escalator_moves | train_has_arrived)),G((manager_collect_claims & bar_has_to_be_repaired) -> F(escalator_moves | train_has_arrived)),True
7562,at any time go_to trash can and when possible scoop_up apple,F go_to_trash_can & F scoop_up_apple,G(go_to_trash_can -> F(scoop_up_apple)),False
7563,"at a certain moment either a sensor retrieves data or the engine starts and, it will happen that both the engine stops and a car stops afterwards",G!(engine_starts | sensor_retrieves_data) | F((engine_starts | sensor_retrieves_data) & F(car_stops & engine_stops)),F((sensor_retrieves_data | engine_starts) & F(engine_stops & car_stops)),False
7564,if a motorbike has stopped and the car starts then it is never the case that either a motorbike catches fire or the bar has to be repaired,G((car_starts & motorbike_has_stopped) -> G!(bar_has_to_be_repaired | motorbike_catches_fire)),G((motorbike_has_stopped & car_starts) -> G(!(motorbike_catches_fire | bar_has_to_be_repaired))),True
7565,"if forever have apple , forever go_by trash can",G have_apple -> G go_by_trash_can,G(have_apple) -> G(go_by_trash_can),True
7566,Never at hall_1 to pickup file_6,G!(hall_1 & p_file_6),G(!(hall_1 & p_file_6)),True
7567,"Request assistance must hold until recording safe_civilian does, or else get_help holds forever.",(get_help U record_safe_civilian) | G get_help,get_help U record_safe_civilian | G get_help,True
7568,repeatedly go_to apple trashcan and at any time go_to transh can,GF go_to_apple_trashcan & F go_to_transh_can,G(go_to_apple_trashcan) & G(go_to_transh_can),False
7569,"Either record the vehicle on north_8th_street happens infinitely often, or change light_south green happens in the next step.",GF record_vehicle_north_8th_street | X change_light_south_green,G F record_vehicle_north_8th_street | X change_light_south_green,True
7570,"Whenever search the donut holds, get_help holds exactly three steps later.",G(search_donut -> XXX get_help),G(search_donut -> X(X(X(get_help)))),True
7571,Stay in locality 2 as you take document 5 from office 4 to office 9,G locality_2 & F(office_4 & F(p_document_5 & F(office_9 & pd))),G((p_document_5 & office_4) -> (locality_2 U (p_document_5 & office_9))),False
7572,never let_go orange or don't pick_up anything,G!let_go_orange | !F pick_up_anything,G(!let_go_orange & !pick_up_anything),False
7573,"at any time the sensor gathers information, the car enters and a table is old",G(car_enters & sensor_gathers_information & table_is_old),G(sensor_gathers_information -> (car_enters & table_is_old)),False
7574,Ensure you avoid street 4 until intersection 2 is reached while picking up trash 13 at house 13,(!street_4 U intersection_2) & F(house_13 & p_trash_13),G(!street_4 U (intersection_2 & p_trash_13)),False
7575,"forever, a motorbike has started or the motorbike falls down or a train derails",G(motorbike_falls_down | motorbike_has_started | train_derails),G(motorbike_has_started | motorbike_falls_down | train_derails),True
7576,Keep returing to charging station 5 as you repeatedly transport package 5 from warehouse 1 to store 5,GF charger_5 & GF(warehouse_1 & F(p_package_5 & F(pd & store_5))),G(p_package_5 & warehouse_1 -> F(p_package_5 & store_5 & F(charger_5))),False
7577,Our agent must always have either photo unstable_beam or get_help.,G(get_help | photo_unstable_beam),G(photo_unstable_beam | get_help),True
7578,"If every communicate the safe_victim is eventually followed by talking to the safe_rescuer, then deliver_aid the injured_victim must occur infinitely often.",G(communicate_safe_victim -> F communicate_safe_rescuer) -> GF deliver_aid_injured_victim,G(G(communicate_safe_victim -> F(communicate_safe_rescuer)) -> G F(deliver_aid_injured_victim)),False
7579,"eventually, both the train has arrived and the brake is pressed after a train derails",G(train_derails -> F(brake_is_pressed & train_has_arrived)),F(train_derails & F(brake_is_pressed & train_has_arrived)),False
7580,"whenever both the car stops and an elevator is blocked then eventually, both a motorbike catches fire and the bar has to be repaired",G((car_stops & elevator_is_blocked) -> F(bar_has_to_be_repaired & motorbike_catches_fire)),G((car_stops & elevator_is_blocked) -> F(motorbike_catches_fire & bar_has_to_be_repaired)),True
7581,at some point either the train is crossing or a house is open,F(house_is_open | train_is_crossing),F(house_is_open | train_is_crossing),True
7582,visit tree means that when possible walk_to flag,visit_tree -> F walk_to_flag,G(visit_tree -> walk_to_flag),False
7583,every time both a house is built and a train derails then at any time both a bridge opens and the constructor creates instances,G((house_is_built & train_derails) -> G(bridge_opens & constructor_creates_instances)),G((house_is_built & train_derails) -> G(bridge_opens & constructor_creates_instances)),True
7584,"first, at some point a bridge closes, and then, sooner or later a sensor retrieves data and the train is crossing",G!bridge_closes | F(bridge_closes & F(sensor_retrieves_data & train_is_crossing)),F(bridge_closes & F(sensor_retrieves_data & train_is_crossing)),False
7585,"Whenever search the truck holds, deliver the sheep to the loading_dock holds exactly three steps later.",G(search_truck -> XXX deliver_sheep_loading_dock),G(search_truck -> X(X(X(deliver_sheep_loading_dock)))),True
7586,"first, at some point the semaphore is red or the engine stops, and then, at a certain moment a sensor retrieves data or a manager collect claims",G!(engine_stops | semaphore_is_red) | F((engine_stops | semaphore_is_red) & F(manager_collect_claims | sensor_retrieves_data)),!(semaphore_is_red | engine_stops) | F((semaphore_is_red | engine_stops) & F(sensor_retrieves_data | manager_collect_claims)),False
7587,if the elevator falls and the engine starts then at any time both the train has arrived and the sensor gathers information,G((elevator_falls & engine_starts) -> G(sensor_gathers_information & train_has_arrived)),G((elevator_falls & engine_starts) -> G(train_has_arrived & sensor_gathers_information)),True
7588,when possible obtain pear means that when possible go_past flag,F obtain_pear -> F go_past_flag,G(obtain_pear -> go_past_flag),False
7589,The system must eventually deliver the tie to the loading_dock or pickup the zebra.,F(deliver_tie_loading_dock | pickup_zebra),F (deliver_tie_loading_dock | pickup_zebra),True
7590,Call for help can only happen after delivering the zebra to the shelf.,!get_help U deliver_zebra_shelf,G(get_help -> F(deliver_zebra_shelf)),False
7591,"whenever the elevator falls and the bar is up then absolutely never, either the motorbike is driven or the escalator speeds up",G((bar_is_up & elevator_falls) -> G!(escalator_speeds_up | motorbike_is_driven)),G((elevator_falls & bar_is_up) -> G(!(motorbike_is_driven | escalator_speeds_up))),True
7592,"it is going to happen that either the brake is released, a car enters or the sensor retrieves data",F(brake_is_released | car_enters | sensor_retrieves_data),F(brake_is_released | car_enters | sensor_retrieves_data),True
7593,hold orange until whenever collect orange,hold_orange U F collect_orange,hold_orange U (G(collect_orange -> hold_orange)),False
7594,approach tree until hold_on_to pear,approach_tree U hold_on_to_pear,approach_tree U hold_on_to_pear,True
7595,Ensure parking_lot_8 is not visited while traveling to street_5,G!parking_lot_8 & F street_5,G(!parking_lot_8 U street_5),False
7596,"Either change light_south yellow happens infinitely often, or change light_south green happens in the next step.",GF change_light_south_yellow | X change_light_south_green,G F change_light_south_yellow | X change_light_south_green,True
7597,"If avoid the probable_gas_leak holds, then in the next step deliver_aid the safe_hostile persists until staying away from the impending_unstable_beam holds, or else deliver_aid the safe_hostile holds forever.",avoid_probable_gas_leak -> X((deliver_aid_safe_hostile U avoid_impending_unstable_beam) | G deliver_aid_safe_hostile),avoid_probable_gas_leak -> X (deliver_aid_safe_hostile U avoid_impending_unstable_beam) | G deliver_aid_safe_hostile,False
