Index,Requirement,Ground Truth,Response,Equivalent
4303,Do not approach intersection 5 before reaching street 4 and delivering pass 4 from house 4 to office 1,(!intersection_5 U street_4) & F(house_4 & F(p_pass_4 & F(office_1 & pd))),G(!intersection_5 U (street_4 & p_pass_4 & office_1)),False
4304,"If communicate the safe_rescuer happens infinitely often, then so does get_help.",GF communicate_safe_rescuer -> GF get_help,GF communicate_safe_rescuer -> GF get_help,True
4305,Take a picture at statue 5 after going there,F(photo & statue_5),G(statue_5 -> F(photo )),False
4306,"first, sooner or later a semaphore is green or the bar is up, and then, sooner or later a sensor gathers information",G!(bar_is_up | semaphore_is_green) | F((bar_is_up | semaphore_is_green) & F sensor_gathers_information),! (semaphore_is_green | bar_is_up) | F ((semaphore_is_green | bar_is_up) & F (sensor_gathers_information)),False
4307,at no time the escalator speeds up and together the elevator rises and the table is brown,G!(elevator_rises & escalator_speeds_up & table_is_brown),G(!(escalator_speeds_up & elevator_rises & table_is_brown)),True
4308,advance_to tree or forever have_in orange,advance_to_tree | G have_in_orange,F advance_to_tree | G have_in_orange,False
4309,if a train derails then at some point in time either a table is old or the manager collect claims,G(train_derails -> F(manager_collect_claims | table_is_old)),G(train_derails -> F(table_is_old | manager_collect_claims)),True
4310,under no circumstances both a constructor creates instances and the escalator is blocked,G!(constructor_creates_instances & escalator_is_blocked),G(!(constructor_creates_instances & escalator_is_blocked)),True
4311,Stay away from street 4 until you arrive at intersection 6 and then proceed to and remain in street 4,(!street_4 U intersection_6) & FG street_4,(!street_4 U (intersection_6 & F(G street_4))),True
4312,"eventually, the sensor gathers information and, it will happen that a car enters or the bar has to be repaired afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F(bar_has_to_be_repaired | car_enters)),F(sensor_gathers_information & F(car_enters | bar_has_to_be_repaired)),False
4313,"If search the skateboard ever holds, search the refrigerator must have held beforehand.",F search_skateboard -> (!search_skateboard U (search_refrigerator & !search_skateboard)),!search_skateboard | F(search_refrigerator & F(search_skateboard)),False
4314,"Stand by must hold until droping off the potted_plant to the loading_dock does, or else idle holds forever.",(idle U deliver_potted_plant_loading_dock) | G idle,(stand_by U deliver_potted_plant_loading_dock) | G idle,False
4315,when possible go_to apple and at any time approach house,F go_to_apple & F approach_house,F(go_to_apple ) & G(approach_house ),False
4316,at any time get_close tree or repeatedly make_way_to house,F get_close_tree | GF make_way_to_house,G(get_close_tree | GF make_way_to_house),False
4317,when possible venture_to house until never drop apple,F venture_to_house U G!drop_apple,G(venture_to_house U G(!drop_apple)),False
4318,reach trash can and hold_on_to pear,hold_on_to_pear & reach_trash_can,F(reach_trash_can & hold_on_to_pear),False
4319,don't pick_up anything and whenever go_visit house,!F pick_up_anything & F go_visit_house,G(!pick_up_anything) & G(go_visit_house -> go_visit_house),False
4320,This controller must always have either photo debris or go_home.,G(go_home | photo_debris),G(photo_debris | go_home),True
4321,Pick up the sink can only happen after droping off the bed to the loading_dock.,!pickup_sink U deliver_bed_loading_dock,G(!pickup_sink U deliver_bed_loading_dock),False
4322,if the escalator is blocked and a manager collect claims then at some point in time either the bridge closes or the engine stops,G((escalator_is_blocked & manager_collect_claims) -> F(bridge_closes | engine_stops)),G((escalator_is_blocked & manager_collect_claims) -> F(bridge_closes | engine_stops)),True
4323,if the brake is released or the engine starts then it will not happen that both the bar is closing and an elevator is blocked,G((brake_is_released | engine_starts) -> G!(bar_is_closing & elevator_is_blocked)),G((brake_is_released | engine_starts) -> ! (bar_is_closing & elevator_is_blocked)),False
4324,"Continuously revisit mall 5, and ensure that each time you eventually pick up crate 8 and deliver it to office 6",GF(mall_5 & F(p_crate_8 & F(office_6 & pd))),G(mall_5 -> F(p_crate_8 & F(office_6))),False
4325,"every time both a table is brown and a bridge closes then finally, a sensor captures data",G((bridge_closes & table_is_brown) -> F sensor_captures_data),G((table_is_brown & bridge_closes) -> F(sensor_captures_data)),True
4326,when possible go_to home until gather orange,F go_to_home U gather_orange,G(go_to_home U gather_orange),False
4327,"If search the bear happens infinitely often, then so does deliver the oven to the shelf.",GF search_bear -> GF deliver_oven_shelf,GF search_bear -> GF deliver_oven_shelf,True
4328,"Whenever get_help holds, go_home holds exactly three steps later.",G(get_help -> XXX go_home),G(get_help -> X(X(X go_home))),True
4329,"Pick up stack 4 from house 4, proceed to street 2, and remain there",F(house_4 & F(p_stack_4 & F(street_2 & G street_2))),F(p_stack_4 & house_4 & F(street_2 & G street_2)),False
4330,Every photo flood is directly followed by talking to the injured_victim in the next step.,G(photo_flood -> X communicate_injured_victim),G(photo_flood -> X communicate_injured_victim),True
4331,"This controller must eventually, avoid establishing communication with the injured_hostile.",F!communicate_injured_hostile,F(G(!communicate_injured_hostile )),False
4332,"Stay away from store 4 until you reach street 6, and make sure to move package 8 from office 2 to store 4",(!store_4 U street_6) & F(office_2 & F(p_package_8 & F(pd & store_4))),G(!store_4 U street_6) & F(p_package_8 & office_2 & F(p_package_8 & store_4)),False
4333,This controller must pickup the sports_ball can only happen after calling for help.,!pickup_sports_ball U get_help,G(!pickup_sports_ball U get_help),False
4334,Take bottle_3 from store 1 and put it in hospital_2,F(shop_1 & F(p_bottle_3 & F(hospital_2 & pd))),F(p_bottle_3 & shop_1 & F(p_bottle_3 & hospital_2)),False
4335,when possible bring pear or never drop apple,F bring_pear | G!drop_apple,F(bring_pear ) | G(!drop_apple ),True
4336,advance_to tree and move_to trashcan,advance_to_tree & move_to_trashcan,G(advance_to_tree & move_to_trashcan),False
4337,Either idle or pickup the cup happens infinitely often.,GF idle | GF pickup_cup,GF(idle | pickup_cup),True
4338,"Avoid going to building_3 until you reach street_6, and then transport box_8 from store_3 to house_2",(!building_3 U street_6) & F(store_3 & F(p_box_8 & F(house_2 & pd))),(!building_3 U street_6) & F(p_box_8 & store_3 & F(p_box_8 & house_2)),False
4339,at any time both the constructor creates instances and a sensor gathers information,G(constructor_creates_instances & sensor_gathers_information),G(constructor_creates_instances & sensor_gathers_information),True
4340,"If pickup the traffic_light ever holds, search the refrigerator must have held beforehand.",F pickup_traffic_light -> (!pickup_traffic_light U (!pickup_traffic_light & search_refrigerator)),!pickup_traffic_light | F(search_refrigerator & F(pickup_traffic_light)),False
4341,at some time get_hold apple or at any time get_close flag,F get_hold_apple | F get_close_flag,F get_hold_apple | F get_close_flag,True
4342,advance_to tree until advance_to tree,advance_to_tree,advance_to_tree U advance_to_tree,True
4343,"From some point onwards, change light_south green never occurs again.",FG!change_light_south_green,F(G(!change_light_south_green )),True
4344,"Whenever neither pickup the carrot nor deliver the bicycle to the shelf holds, search the bed eventually holds.",G(!(deliver_bicycle_shelf & pickup_carrot) -> F search_bed),G((!pickup_carrot & !deliver_bicycle_shelf) -> F search_bed),False
4345,"it should not happen that either the escalator speeds up, the constructor instantiate objects or the bar has to be repaired",G!(bar_has_to_be_repaired | constructor_instantiate_objects | escalator_speeds_up),G(!(escalator_speeds_up | constructor_instantiate_objects | bar_has_to_be_repaired)),True
4346,never drop apple and approach tree,approach_tree & G!drop_apple,G(!(drop_apple & approach_tree)),False
4347,"Continue staying in park_5 until you photograph monument_2, and then move to intersection_5 and remain there",park_5 U (monument_2 & photo & F(intersection_5 & G intersection_5)),(park_5 U (photo & monument_2)) & F(G intersection_5),True
4348,"first, sooner or later both the brake is released and the bar is up, and then, eventually, either a semaphore is green or the bar is closing",G!(bar_is_up & brake_is_released) | F(bar_is_up & brake_is_released & F(bar_is_closing | semaphore_is_green)),! (brake_is_released & bar_is_up) | F ((brake_is_released & bar_is_up) & F (semaphore_is_green | bar_is_closing)),False
4349,"Whenever pickup the wine_glass holds, from the next step onwards pickup the skateboard will eventually hold.",G(pickup_wine_glass -> XF pickup_skateboard),G(pickup_wine_glass -> X F pickup_skateboard),True
4350,grab_hold pear can infer that when possible start_going_to house,grab_hold_pear -> F start_going_to_house,G(grab_hold_pear -> F(start_going_to_house)),False
4351,Take a picture of statue 6 and then go to bench 4 and stay there,F(photo & statue_6 & F(bench_4 & G bench_4)),! (photo & statue_6) | F ((photo & statue_6) & F (G (bench_4))),False
4352,"absolutely never, the sensor retrieves data and the bridge closes",G!(bridge_closes & sensor_retrieves_data),G(!(sensor_retrieves_data & bridge_closes)),True
4353,Remain in locality_6 until you take package_3 from store_8 and deliver it to house_5,locality_6 U (store_8 & F(p_package_3 & F(house_5 & pd))),locality_6 U (p_package_3 & store_8 & F(p_package_3 & house_5)),False
4354,"eternally, a car starts and together an elevator is open and the constructor creates instances",G(car_starts & constructor_creates_instances & elevator_is_open),G(car_starts & elevator_is_open & constructor_creates_instances ),True
4355,"eternally, a table is old and, at the same time, an elevator falls and a motorbike is driven",G(elevator_falls & motorbike_is_driven & table_is_old),G(table_is_old & elevator_falls & motorbike_is_driven),True
4356,Get help can only happen after change light_south red.,!get_help U change_light_south_red,G(!get_help U change_light_south_red),False
4358,The system must Please go_home and then avoid the active_flood.,go_home U avoid_active_flood,!go_home | F(go_home & F(avoid_active_flood)),False
4359,"eternally, either the bar is up or the engine stops",G(bar_is_up | engine_stops),G(bar_is_up | engine_stops),True
4360,"a train derails implies that as the brake is released, at some point in time the semaphore is yellow",G(train_derails -> G(brake_is_released -> F semaphore_is_yellow)),G(train_derails -> (brake_is_released -> F semaphore_is_yellow)),False
4361,when possible contact house means that take_to tree,F contact_house -> take_to_tree,G(contact_house -> F(take_to_tree)),False
4362,at any time a table is old and the elevator rises,G(elevator_rises & table_is_old),G(table_is_old & elevator_rises),True
4363,Stay in county 4 and keep taking package 4 from office 3 to office 8,G county_4 & GF(office_3 & F(p_package_4 & F(office_8 & pd))),G(county_4 & F(p_package_4 & office_3 & F(p_package_4 & office_8))),False
4364,Our agent must always have either change light_east red or record the jaywalker on southwest_10th_street.,G(change_light_east_red | record_jaywalker_southwest_10th_street),G(change_light_east_red | record_jaywalker_southwest_10th_street),True
4365,at some time go_to house and forever go_by trash can,F go_to_house & G go_by_trash_can,F(go_to_house & G go_by_trash_can),False
4366,"every time both the sensor captures data and the motorbike falls down then forever, the semaphore is yellow",G((motorbike_falls_down & sensor_captures_data) -> G semaphore_is_yellow),G((sensor_captures_data & motorbike_falls_down) -> G(semaphore_is_yellow)),True
4367,at any time move_forward trash can and at some time go_near pear,F move_forward_trash_can & F go_near_pear,G(move_forward_trash_can ) & F(go_near_pear ),False
4368,at some time track_towards tree or whenever have pear,F track_towards_tree | F have_pear,F(track_towards_tree ) | G(have_pear -> track_towards_tree ),False
4369,Ensure you at park_8 and remain in that location forever,FG park_8,F(park_8 & G park_8),True
4370,at any time acquire pear and at any time be_near tree,F acquire_pear & F be_near_tree,G(acquire_pear & be_near_tree),False
4371,move to the green_room,F green_room,F green_room,True
4372,The system must always maintain both deliver the potted_plant to the shelf and get_help.,G(deliver_potted_plant_shelf & get_help),G(deliver_potted_plant_shelf & get_help),True
4373,whenever touch house until at some time procure orange,F touch_house U F procure_orange,G(touch_house -> F procure_orange),False
4374,Begin recording safe_rescuer and go_home will each happen at some point.,F record_safe_rescuer & F go_home,F(record_safe_rescuer) & F(go_home),True
4375,Keep visiting intersection 4 as you proceed to locality 9,GF intersection_4 & F locality_9,G(locality_9 -> (intersection_4 U locality_9)),False
4376,it is always the case that the brake is pressed or the motorbike catches fire or the car starts,G(brake_is_pressed | car_starts | motorbike_catches_fire),G(brake_is_pressed | motorbike_catches_fire | car_starts),True
4377,Ensure you go to statue 6 and capture a photo of it while you stay in park 5,F(photo & statue_6) & G park_5,G(park_5 -> F(statue_6 & photo )),False
4378,"The system must Eventually, both idle and pickup the toaster hold simultaneously.",F(idle & pickup_toaster),F (idle & pickup_toaster ),True
4379,"eventually, a sensor gathers information and, at some point in time either a car starts or a train derails afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F(car_starts | train_derails)),F(sensor_gathers_information & F(car_starts | train_derails)),False
4380,"whenever both the engine starts and a semaphore is broken then finally, the constructor creates instances or the motorbike falls down",G((engine_starts & semaphore_is_broken) -> F(constructor_creates_instances | motorbike_falls_down)),G((engine_starts & semaphore_is_broken) -> F(constructor_creates_instances | motorbike_falls_down)),True
4381,every time both a semaphore is green and the engine starts then it is going to happen that a train has arrived,G((engine_starts & semaphore_is_green) -> F train_has_arrived),G((semaphore_is_green & engine_starts) -> F(train_has_arrived)),True
4382,enter the blue or red_room and proceed until the green_room,F((blue_room | red_room) & F green_room),! (blue_room | red_room) | F ((blue_room | red_room) & (blue_room | red_room) U green_room),False
4383,every time either the manager handles requests or a table is old then it is always true that both an elevator is open and a train has been launched,G((manager_handles_requests | table_is_old) -> G(elevator_is_open & train_has_been_launched)),G((manager_handles_requests | table_is_old) -> G(elevator_is_open & train_has_been_launched)),True
4384,"Take a picture of statue_6 after reaching it, and make sure you stay within park_5",F(photo & statue_6) & G park_5,G(park_5 ) & G(statue_6 -> F(photo )),False
4385,if the train derails then at some point the manager collect claims and the engine breaks,G(train_derails -> F(engine_breaks & manager_collect_claims)),G(train_derails -> F(manager_collect_claims & engine_breaks)),True
4386,"In this task, communicate the injured_victim, then record unstable_beam.",communicate_injured_victim U record_unstable_beam,!communicate_injured_victim | F(communicate_injured_victim & F(record_unstable_beam)),False
4387,"Either deliver the person to the shelf happens infinitely often, or deliver the sink to the shelf happens in the next step.",GF deliver_person_shelf | X deliver_sink_shelf,GF(deliver_person_shelf ) | X(deliver_sink_shelf ),True
4388,"it never happens that either the house collapses, the train derails or a bridge opens",G!(bridge_opens | house_collapses | train_derails),G(!(house_collapses | train_derails | bridge_opens)),True
4389,"Either record unsafe_civilian happens infinitely often, or record fire_source happens in the next step.",GF record_unsafe_civilian | X record_fire_source,GF(record_unsafe_civilian ) | X(record_fire_source ),True
4390,Call for help and idle will each happen at some point.,F get_help & F idle,F get_help & F idle,True
4391,when possible travel_to house can infer that do not let_go pear,F travel_to_house -> !let_go_pear,G(travel_to_house -> !let_go_pear),False
4392,it never happens that both the escalator speeds up and the car stops,G!(car_stops & escalator_speeds_up),G(!(escalator_speeds_up & car_stops)),True
4393,"If change light_south red holds and record the jaywalker on northeast_9th_street holds next, then change light_north red holds in the step after that.",G((change_light_south_red & X record_jaywalker_northeast_9th_street) -> XX change_light_north_red),G((change_light_south_red & X record_jaywalker_northeast_9th_street) -> X X change_light_north_red),True
4394,Go to park 8 and stay there,FG park_8,F(park_8 & G park_8),True
4395,Stay in locality 9,G locality_9,G(locality_9 ),True
4396,it should not happen that the brake is released or the train has been launched after both the table is old and the house is built,G((house_is_built & table_is_old) -> G!(brake_is_released | train_has_been_launched)),G((table_is_old & house_is_built) -> G(!(brake_is_released | train_has_been_launched))),True
4397,Take a video of the collision on north_3rd_avenue can only happen after change light_west yellow.,!record_collision_north_3rd_avenue U change_light_west_yellow,G(!record_collision_north_3rd_avenue U change_light_west_yellow),False
4398,gather apple means that at some time visit house,gather_apple -> F visit_house,G(gather_apple -> F visit_house),False
4399,"in the future the brake is pressed, the bar is down and the motorbike is driven",F(bar_is_down & brake_is_pressed & motorbike_is_driven),F(brake_is_pressed & bar_is_down & motorbike_is_driven),True
4400,"every time an elevator is open or the bar is closing then absolutely never, both an elevator rises and a train has arrived",G((bar_is_closing | elevator_is_open) -> G!(elevator_rises & train_has_arrived)),G((elevator_is_open | bar_is_closing) -> G(!(elevator_rises & train_has_arrived))),True
4401,"it will happen that a sensor gathers information and, it will happen that both the house is open and the elevator rises afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F(elevator_rises & house_is_open)),F(sensor_gathers_information ) & F(house_is_open & F(elevator_rises )),False
4402,at some point either the brake is pressed or the escalator speeds up,F(brake_is_pressed | escalator_speeds_up),F(brake_is_pressed | escalator_speeds_up),True
4403,Reach intersection 4 and remain there indefinitely,FG intersection_4,F(intersection_4 & G intersection_4),True
4404,when possible venture_to house means that venture_towards house,F venture_to_house -> venture_towards_house,G(venture_to_house -> venture_towards_house),False
4405,The system must Please deliver_aid the injured_rescuer and then record injured_victim.,deliver_aid_injured_rescuer U record_injured_victim,!deliver_aid_injured_rescuer | F(deliver_aid_injured_rescuer & F(record_injured_victim)),False
4406,forever move_around until when possible travel house,G move_around U F travel_house,G(move_around U travel_house),False
4407,"From some point onwards, get_help never occurs again.",FG!get_help,F(G(!get_help )),True
4409,"Whenever record injured_person and avoid the nearest_flood are equal, avoid the nearest_flood and go_home are equal as well.",G((avoid_nearest_flood <-> record_injured_person) -> (avoid_nearest_flood <-> go_home)),G((record_injured_person <-> avoid_nearest_flood) -> (avoid_nearest_flood <-> go_home)),True
4410,never drop pear and when possible be_near tree,G!drop_pear & F be_near_tree,G(!drop_pear) & G(be_near_tree),False
4411,"From some point onwards, change light_west green never occurs again.",FG!change_light_west_green,F(G(!change_light_west_green )),True
4412,Stay in parking_lot_4 until you capture a picture of car_5.,parking_lot_4 U (car_5 & photo),parking_lot_4 U (photo & car_5),True
4413,This controller must Please avoid the probable_fire_source and then deliver_aid the injured_hostile.,avoid_probable_fire_source U deliver_aid_injured_hostile,!avoid_probable_fire_source | F(avoid_probable_fire_source & F(deliver_aid_injured_hostile)),False
4414,always when the escalator is blocked and the escalator moves then at some point in time the train derails,G((escalator_is_blocked & escalator_moves) -> F train_derails),G((escalator_is_blocked & escalator_moves) -> F(train_derails)),True
4415,keep apple or travel_to apple,keep_apple | travel_to_apple,G(keep_apple | travel_to_apple),False
4416,"always when the sensor retrieves data or a semaphore is yellow then eventually, the table has been moved and an elevator is blocked",G((semaphore_is_yellow | sensor_retrieves_data) -> F(elevator_is_blocked & table_has_been_moved)),G((sensor_retrieves_data | semaphore_is_yellow) -> F(table_has_been_moved & elevator_is_blocked)),True
4417,whenever bring pear can infer that never drop apple,F bring_pear -> G!drop_apple,G(bring_pear -> G(!drop_apple)),False
4418,whenever both a train stops and a sensor gathers information then all the time either a manager collect claims or a sensor gathers information,G((sensor_gathers_information & train_stops) -> G(manager_collect_claims | sensor_gathers_information)),G((train_stops & sensor_gathers_information) -> G(manager_collect_claims | sensor_gathers_information)),True
4419,"when at some time withold apple , forever go_by trash can",F withold_apple -> G go_by_trash_can,G(withold_apple -> G(go_by_trash_can)),False
4420,"Deliver the vase to the shelf and pickup the broccoli never coincide, yet one of them is always true.",G!(deliver_vase_shelf & pickup_broccoli) & G(deliver_vase_shelf | pickup_broccoli),G(!(deliver_vase_shelf & pickup_broccoli) & (deliver_vase_shelf | pickup_broccoli)),True
4421,"Either idle happens infinitely often, or get_help happens in the next step.",GF idle | X get_help,GF idle | X get_help,True
4422,"When deliver_aid the injured_rescuer happens, go_home must hold now or in the next step.",G(deliver_aid_injured_rescuer -> (go_home | X go_home)),G(deliver_aid_injured_rescuer -> (go_home | X go_home)),True
4423,"at some point the bridge closes and, at some point both the car enters and the engine stops afterwards",G!bridge_closes | F(bridge_closes & F(car_enters & engine_stops)),F(bridge_closes) & F(car_enters & F(engine_stops)),False
4424,"at some point the constructor creates instances and a motorbike has stopped and, in the future the sensor retrieves data or a train has been launched afterwards",G!(constructor_creates_instances & motorbike_has_stopped) | F(constructor_creates_instances & motorbike_has_stopped & F(sensor_retrieves_data | train_has_been_launched)),F((constructor_creates_instances & motorbike_has_stopped) & F(sensor_retrieves_data | F train_has_been_launched)),False
4425,"This controller must pickup the boat should always hold, with at most a two-step grace period for recovery.",!G!(pickup_boat & X pickup_boat),G(pickup_boat | X pickup_boat | X X pickup_boat),False
4426,"You must Eventually, both get_help and idle hold simultaneously.",F(get_help & idle),F (get_help & idle ),True
4427,always both the car stops and the elevator is blocked implies that it should not happen that an elevator is blocked and the car starts,G((car_stops & elevator_is_blocked) -> G!(car_starts & elevator_is_blocked)),G((car_stops & elevator_is_blocked) -> G(!(elevator_is_blocked & car_starts))),True
4428,"it never happens that either the bar is down, the motorbike has started or the sensor captures data",G!(bar_is_down | motorbike_has_started | sensor_captures_data),G(!(bar_is_down | motorbike_has_started | sensor_captures_data)),True
4429,venture_towards house and never drop apple,venture_towards_house & G!drop_apple,G(venture_towards_house & !drop_apple),False
4430,Ensure that you never pick up box 3,G!p_box_3,G(!p_box_3 ),True
4431,"first, at a certain moment the sensor retrieves data and the train is crossing, and then, finally, a bridge closes or the semaphore is broken",G!(sensor_retrieves_data & train_is_crossing) | F(sensor_retrieves_data & train_is_crossing & F(bridge_closes | semaphore_is_broken)),! (sensor_retrieves_data & train_is_crossing) | F ((sensor_retrieves_data & train_is_crossing) & F (bridge_closes | semaphore_is_broken)),False
4432,"sooner or later the escalator speeds up and, at the same time, the train has arrived and the bar is up",F(bar_is_up & escalator_speeds_up & train_has_arrived),F(escalator_speeds_up & train_has_arrived & bar_is_up),True
4433,"as the train derails, it is going to happen that the semaphore is yellow or a motorbike has stopped",G(train_derails -> F(motorbike_has_stopped | semaphore_is_yellow)),G(train_derails -> F(semaphore_is_yellow | motorbike_has_stopped)),True
4434,Reach park 7 and photograph monument 4,F(park_7 & F(monument_4 & photo)),F(park_7 & F(photo & monument_4)),True
4435,This controller must eventually idle or pickup the potted_plant.,F(idle | pickup_potted_plant),F (idle | pickup_potted_plant ),True
4436,Ensure you never go into house 4 at any time,G!house_4,G(!house_4 ),True
4437,at any time grab flag or repeatedly grab tree,F grab_flag | GF grab_tree,G(grab_flag | GF grab_tree),False
4438,"when venture_to trash can , when possible go_to trash can",venture_to_trash_can -> F go_to_trash_can,G(venture_to_trash_can -> F(go_to_trash_can)),False
4439,"If avoid the inactive_gas_leak ever holds, communicate the injured_hostile must have held beforehand.",F avoid_inactive_gas_leak -> (!avoid_inactive_gas_leak U (!avoid_inactive_gas_leak & communicate_injured_hostile)),G(avoid_inactive_gas_leak -> (F(communicate_injured_hostile) R avoid_inactive_gas_leak)),False
4440,"Go to post office 1, collect letter 2, and put it down in building 3",F(post_office_1 & F(p_lettter_2 & F(building_3 & pd))),F(post_office_1 & F(p_lettter_2 & F(pd & building_3))),True
4441,"after both the bar is up and a motorbike has started, it will happen that both the escalator is blocked and the escalator moves",G((bar_is_up & motorbike_has_started) -> F(escalator_is_blocked & escalator_moves)),G((bar_is_up & motorbike_has_started) -> F(escalator_is_blocked & escalator_moves)),True
4442,"if either the engine stops or the train is crossing then absolutely never, a sensor retrieves data and the sensor captures data",G((engine_stops | train_is_crossing) -> G!(sensor_captures_data & sensor_retrieves_data)),G((engine_stops | train_is_crossing) -> G(!(sensor_retrieves_data & sensor_captures_data))),True
4443,"first, in the future either a train stops or the motorbike has stopped, and then, at a certain moment a house is open and the elevator rises",G!(motorbike_has_stopped | train_stops) | F((motorbike_has_stopped | train_stops) & F(elevator_rises & house_is_open)),! (train_stops | motorbike_has_stopped) | F ((train_stops | motorbike_has_stopped) & F (house_is_open & elevator_rises)),False
4444,"Take a photo of the cyclist on northeast_5th_avenue and change light_west yellow never coincide, yet one of them is always true.",G!(change_light_west_yellow & photo_cyclist_northeast_5th_avenue) & G(change_light_west_yellow | photo_cyclist_northeast_5th_avenue),G(!(photo_cyclist_northeast_5th_avenue & change_light_west_yellow) & (photo_cyclist_northeast_5th_avenue | change_light_west_yellow)),True
4445,Take trash_can_4 from house_1 to garbage_dump_3,F(house_1 & F(p_trash_can_4 & F(garbage_dump_3 & pd))),F(pd & house_1 & p_trash_can_4 & F(pd & garbage_dump_3 & p_trash_can_4)),False
4446,Keep visiting charger 4 as you keep taking a picture of area 5,GF charger_4 & GF(area_5 & photo),G((photo & area_5) -> charger_4),False
4447,at the yellow_room or the red_room and head straight away to the green_room avoiding the yellow_room,F((red_room | yellow_room) & F green_room),(yellow_room | red_room) & F(green_room) & G(!yellow_room U green_room),False
4448,Always stay in locality 7 as you take letter 1 from office 4 to house 1,G locality_7 & F(office_4 & F(p_letter_1 & F(house_1 & pd))),G((p_letter_1 & office_4 & F house_1) -> locality_7),False
4449,Retrieve the fork holds at all times.,G pickup_fork,G(pickup_fork ),True
4450,Stay in parking lot 9 until a picture of car 2 was taken,parking_lot_9 U (car_2 & photo),parking_lot_9 U (photo & car_2),True
4451,"first, sooner or later a table is old or the bar has to be repaired, and then, it will happen that a sensor retrieves data or the manager collect claims",G!(bar_has_to_be_repaired | table_is_old) | F((bar_has_to_be_repaired | table_is_old) & F(manager_collect_claims | sensor_retrieves_data)),! (table_is_old | bar_has_to_be_repaired) | F ((table_is_old | bar_has_to_be_repaired) & F (sensor_retrieves_data | manager_collect_claims)),False
4452,Go to parking lot 5 and stay there,FG parking_lot_5,F(parking_lot_5 & G parking_lot_5),True
4453,"sooner or later the car starts and the bar is down and, at some point a train has arrived afterwards",G!(bar_is_down & car_starts) | F(bar_is_down & car_starts & F train_has_arrived),F((car_starts & bar_is_down) & F(train_has_arrived)),False
4454,put_in apple bucket until at any time proceed_to flag,put_in_apple_bucket U F proceed_to_flag,put_in_apple_bucket U proceed_to_flag,False
4455,put_in bucket means that capture orange,put_in_bucket -> capture_orange,G(put_in_bucket -> capture_orange),False
4456,"after either the engine starts or the sensor captures data, it will happen that either the bridge closes or the escalator moves",G((engine_starts | sensor_captures_data) -> F(bridge_closes | escalator_moves)),G((engine_starts | sensor_captures_data) -> F(bridge_closes | escalator_moves)),True
4457,Do not touch letter_8 under any circumstances,G!p_letter_8,G(!p_letter_8 ),True
4458,at some time journey_by house can infer that go_to bucket,F journey_by_house -> go_to_bucket,F(journey_by_house -> F go_to_bucket),False
4459,in the future an elevator rises and a bridge opens after the semaphore is yellow,G(semaphore_is_yellow -> F(bridge_opens & elevator_rises)),F(semaphore_is_yellow -> F(elevator_rises & bridge_opens)),False
4461,"Once deliver the bird to the loading_dock has occurred, search the car will never occur again.",G(deliver_bird_loading_dock -> XG!search_car),G(deliver_bird_loading_dock -> G(!search_car)),False
4462,Always avoid going to building 2 while ensuring you pick up letter 5 from office 6,G!building_2 & F(office_6 & p_letter_5),G(!building_2) & F(office_6 & p_letter_5),True
4463,You must always have either communicate the injured_rescuer or record gas_leak.,G(communicate_injured_rescuer | record_gas_leak),G(communicate_injured_rescuer | record_gas_leak),True
4464,"From some point onwards, get_help never occurs again.",FG!get_help,F(G(!get_help )),True
4465,pass through either the blue or yellow_room to reach the green_room,F((blue_room | yellow_room) & F green_room),! (blue_room | yellow_room) | F ((blue_room | yellow_room) & F green_room),False
4466,always moving can infer that at some time spend_time_at tree,G moving -> F spend_time_at_tree,G(moving -> F spend_time_at_tree),False
4467,"after a manager handles requests and a train derails, sooner or later both the bar is down and the car starts",G((manager_handles_requests & train_derails) -> F(bar_is_down & car_starts)),G((manager_handles_requests & train_derails) -> F(bar_is_down & car_starts)),True
4468,Go to house 2 and pick up trash can 2,F(house_2 & p_trash_can_2),F(house_2 & F(p_trash_can_2)),False
4469,always a train has been launched and the semaphore is green implies that at no time both a motorbike has stopped and a sensor gathers information,G((semaphore_is_green & train_has_been_launched) -> G!(motorbike_has_stopped & sensor_gathers_information)),G((train_has_been_launched & semaphore_is_green) -> G(!(motorbike_has_stopped & sensor_gathers_information))),True
4470,"always when both the brake is pressed and a house is built then finally, either the sensor retrieves data or a train is crossing",G((brake_is_pressed & house_is_built) -> F(sensor_retrieves_data | train_is_crossing)),G((brake_is_pressed & house_is_built) -> F(sensor_retrieves_data | train_is_crossing)),True
4471,when possible go_to transh can and when possible clutch orange,F go_to_transh_can & F clutch_orange,G(F go_to_transh_can & F clutch_orange),False
4472,"eventually, a train is crossing or the elevator rises and, at some point in time both the car starts and the semaphore is broken afterwards",G!(elevator_rises | train_is_crossing) | F((elevator_rises | train_is_crossing) & F(car_starts & semaphore_is_broken)),F((train_is_crossing | elevator_rises) & F(car_starts & F(semaphore_is_broken))),False
4473,if both the escalator is blocked and the house is open then it never happens that the bar has to be repaired or a train has arrived,G((escalator_is_blocked & house_is_open) -> G!(bar_has_to_be_repaired | train_has_arrived)),G((escalator_is_blocked & house_is_open) -> G(!(bar_has_to_be_repaired | train_has_arrived))),True
